"batch_id","index","attempt","status","timestamp","source_relpath","corpus","source_ai","reference_png","source_size_bytes","source_sha256_before","source_hash_preverified","scale_mode","calculated_scale_percent","applied_scale_percent","s_raw","artboards_before","visible_bounds_before","visible_width_before_pt","visible_height_before_pt","page_items_before","layers_before","stroke_widths_original","stroked_objects","stroke_widths_before_scale","stroke_widths_after_scale","stroke_mismatch_count","final_visible_bounds","final_visible_width_pt","final_visible_height_pt","final_center_x","final_center_y","final_artboard","layer_state_match","item_state_match","item_structure_match","item_geometry_match_after_reopen","ruler_units_pixels_after_reopen","output_ai","output_png","audit_json","comment"
"277_296_20260727_151723","277","1","OK","2026-07-27T15:17:23","Корпус 2.3/POZD_WEB_K2-3_s13_et1_7.ai","Корпус 2.3","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et1_7.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et1_7.png","169192","b6553f734d96030f6cb85a297309c28f8d0b8fae7f5a238c4299a2e0fad1f532","true","calculated","200","200","2.053160608","1","[763.909449,775.083661,1156.090551,304.791339]","392.181102","470.292322","1809","10","[{""width_pt"":0.75,""count"":801},{""width_pt"":1,""count"":91}]","892","[{""width_pt"":0.75,""count"":892}]","[{""width_pt"":0.75,""count"":892}]","0","[208.443898,1069.792323,991.556102,130.207677]","783.112204","939.584646","600","600","[{""index"":0,""name"":""Монтажная область 1"",""rect"":[0,1200,1200,0],""width"":1200,""height"":1200}]","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х200_POZD_WEB_K2-3_s13_et1_7.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х200_POZD_WEB_K2-3_s13_et1_7.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\277_POZD_WEB_K2-3_s13_et1_7_attempt1.json","Pixel-native AI подтверждён после повторного открытия; обводки 0.75 px; s_raw=2.053160608."
"277_296_20260727_151723","278","1","OK","2026-07-27T15:17:51","Корпус 2.3/POZD_WEB_K2-3_s13_et1_9.ai","Корпус 2.3","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et1_9.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et1_9.png","265912","5519ee7f6ec81ea30285795b1b7936f32025997ecf20608fc8674135f5695c2b","true","calculated","170","170","1.721525452","1","[735.562992,832.987172,1184.437008,248.534921]","448.874016","584.452251","3768","14","[{""width_pt"":0.75,""count"":1746},{""width_pt"":1,""count"":113}]","1859","[{""width_pt"":0.75,""count"":1859}]","[{""width_pt"":0.75,""count"":1859}]","0","[218.932086,1096.061419,981.067914,103.938581]","762.135828","992.122838","600","600","[{""index"":0,""name"":""Монтажная область 1"",""rect"":[0,1200,1200,0],""width"":1200,""height"":1200}]","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х170_POZD_WEB_K2-3_s13_et1_9.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х170_POZD_WEB_K2-3_s13_et1_9.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\278_POZD_WEB_K2-3_s13_et1_9_attempt1.json","Pixel-native AI подтверждён после повторного открытия; обводки 0.75 px; s_raw=1.721525452."
"277_296_20260727_151723","279","1","OK","2026-07-27T15:18:42","Корпус 2.3/POZD_WEB_K2-3_s13_et2,4_4.ai","Корпус 2.3","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et2,4_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et2,4_4.png","223655","546185d0e1d9ec0366c4d209eee4a3b9e9fffdc9994bb3a0e14c242711b64c61","true","calculated","120","120","1.208651073","1","[517.795275,762.102362,1403.079725,319.022638]","885.28445","443.079724","3362","11","[{""width_pt"":0.75,""count"":1502},{""width_pt"":1,""count"":161}]","1663","[{""width_pt"":0.75,""count"":1663}]","[{""width_pt"":0.75,""count"":1663}]","0","[68.979331,865.697835,1131.020669,334.302165]","1062.041338","531.39567","600","600","[{""index"":0,""name"":""Монтажная область 1"",""rect"":[0,1200,1200,0],""width"":1200,""height"":1200}]","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х120_POZD_WEB_K2-3_s13_et2,4_4.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х120_POZD_WEB_K2-3_s13_et2,4_4.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\279_POZD_WEB_K2-3_s13_et2,4_4_attempt1.json","Pixel-native AI подтверждён после повторного открытия; обводки 0.75 px; s_raw=1.208651073."
"277_296_20260727_151723","280","1","OK","2026-07-27T15:19:22","Корпус 2.3/POZD_WEB_K2-3_s13_et2,5_2.ai","Корпус 2.3","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et2,5_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et2,5_2.png","156123","9e339267bf636dd54f001388387d8930ab1425d1aef81bae2187fe7f09bb6373","true","calculated","200","200","2.075805205","1","[729.893701,736.090558,1189.981299,343.909442]","460.087598","392.181116","1625","10","[{""width_pt"":0.75,""count"":720},{""width_pt"":1,""count"":80}]","800","[{""width_pt"":0.75,""count"":800}]","[{""width_pt"":0.75,""count"":800}]","0","[140.412401,991.556116,1059.587599,208.443884]","919.175198","783.112232","600","600","[{""index"":0,""name"":""Монтажная область 1"",""rect"":[0,1200,1200,0],""width"":1200,""height"":1200}]","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х200_POZD_WEB_K2-3_s13_et2,5_2.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х200_POZD_WEB_K2-3_s13_et2,5_2.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\280_POZD_WEB_K2-3_s13_et2,5_2_attempt1.json","Pixel-native AI подтверждён после повторного открытия; обводки 0.75 px; s_raw=2.075805205."
"277_296_20260727_151723","281","1","OK","2026-07-27T15:19:47","Корпус 2.3/POZD_WEB_K2-3_s13_et2,6_1.ai","Корпус 2.3","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et2,6_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et2,6_1.png","163699","300a979a765387049f8ec648b69517d7d329897d4c3d138fcf86312aa669bb5b","true","calculated","200","200","2.029397377","1","[729.893701,745.161415,1189.981299,334.838585]","460.087598","410.32283","1748","10","[{""width_pt"":0.75,""count"":778},{""width_pt"":1,""count"":89}]","867","[{""width_pt"":0.75,""count"":867}]","[{""width_pt"":0.75,""count"":867}]","0","[140.412401,1009.69783,1059.587599,190.30217]","919.175198","819.39566","600","600","[{""index"":0,""name"":""Монтажная область 1"",""rect"":[0,1200,1200,0],""width"":1200,""height"":1200}]","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х200_POZD_WEB_K2-3_s13_et2,6_1.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х200_POZD_WEB_K2-3_s13_et2,6_1.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\281_POZD_WEB_K2-3_s13_et2,6_1_attempt1.json","Pixel-native AI подтверждён после повторного открытия; обводки 0.75 px; s_raw=2.029397377."
"277_296_20260727_151723","282","1","OK","2026-07-27T15:20:14","Корпус 2.3/POZD_WEB_K2-3_s13_et2,6_6.ai","Корпус 2.3","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et2,6_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et2,6_6.png","201548","f97316dd081f6066d8ab21d00c1d4771d365ad2f0df3221b3f68c3ee99a11562","true","calculated","170","170","1.708009465","1","[730.018701,830.133858,1190.106299,250.866142]","460.087598","579.267716","2560","10","[{""width_pt"":0.75,""count"":1143},{""width_pt"":1,""count"":124}]","1267","[{""width_pt"":0.75,""count"":1267}]","[{""width_pt"":0.75,""count"":1267}]","0","[209.294291,1091.902559,990.705709,108.097441]","781.411418","983.805118","600","600","[{""index"":0,""name"":""Монтажная область 1"",""rect"":[0,1200,1200,0],""width"":1200,""height"":1200}]","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х170_POZD_WEB_K2-3_s13_et2,6_6.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х170_POZD_WEB_K2-3_s13_et2,6_6.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\282_POZD_WEB_K2-3_s13_et2,6_6_attempt1.json","Pixel-native AI подтверждён после повторного открытия; обводки 0.75 px; s_raw=1.708009465."
"277_296_20260727_151723","283","1","OK","2026-07-27T15:20:46","Корпус 2.3/POZD_WEB_K2-3_s13_et2_11.ai","Корпус 2.3","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et2_11.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et2_11.png","179986","eb2c9cf490d42ff6cbeee3115793c0627b4e3f065cdcd72108d4f3905d0a5a68","true","calculated","170","170","1.82927027","1","[735.562989,799.252938,1184.437011,281.622062]","448.874022","517.630876","2087","11","[{""width_pt"":0.75,""count"":934},{""width_pt"":1,""count"":93}]","1027","[{""width_pt"":0.75,""count"":1027}]","[{""width_pt"":0.75,""count"":1027}]","0","[218.932082,1039.617495,981.067918,160.382505]","762.135836","879.23499","600","600","[{""index"":0,""name"":""Монтажная область 1"",""rect"":[0,1200,1200,0],""width"":1200,""height"":1200}]","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х170_POZD_WEB_K2-3_s13_et2_11.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х170_POZD_WEB_K2-3_s13_et2_11.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\283_POZD_WEB_K2-3_s13_et2_11_attempt1.json","Pixel-native AI подтверждён после повторного открытия; обводки 0.75 px; s_raw=1.82927027."
"277_296_20260727_151723","284","1","OK","2026-07-27T15:21:15","Корпус 2.3/POZD_WEB_K2-3_s13_et2_3.ai","Корпус 2.3","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et2_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et2_3.png","160103","71e216ed4e65de64a9bb7b33854deac8a4afed6f9dfa991e2535a6dd46cde872","true","calculated","200","200","2.075805257","1","[729.893701,736.090548,1189.981299,343.909452]","460.087598","392.181096","1627","10","[{""width_pt"":0.75,""count"":724},{""width_pt"":1,""count"":82}]","806","[{""width_pt"":0.75,""count"":806}]","[{""width_pt"":0.75,""count"":806}]","0","[140.412401,991.556096,1059.587599,208.443904]","919.175198","783.112192","600","600","[{""index"":0,""name"":""Монтажная область 1"",""rect"":[0,1200,1200,0],""width"":1200,""height"":1200}]","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х200_POZD_WEB_K2-3_s13_et2_3.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х200_POZD_WEB_K2-3_s13_et2_3.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\284_POZD_WEB_K2-3_s13_et2_3_attempt1.json","Pixel-native AI подтверждён после повторного открытия; обводки 0.75 px; s_raw=2.075805257."
"277_296_20260727_151723","285","1","OK","2026-07-27T15:21:41","Корпус 2.3/POZD_WEB_K2-3_s13_et2_5.ai","Корпус 2.3","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et2_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et2_5.png","198453","559b65b6dbf2747ff2d92d7604cbba5517195d82922435190f19b53669af037b","true","calculated","150","150","1.58985764","1","[715.987205,855.14566,1204.012795,224.85434]","488.02559","630.29132","2622","11","[{""width_pt"":0.75,""count"":1167},{""width_pt"":1,""count"":126}]","1293","[{""width_pt"":0.75,""count"":1293}]","[{""width_pt"":0.75,""count"":1293}]","0","[234.168307,1072.34349,965.831693,127.65651]","731.663386","944.68698","600","600","[{""index"":0,""name"":""Монтажная область 1"",""rect"":[0,1200,1200,0],""width"":1200,""height"":1200}]","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х150_POZD_WEB_K2-3_s13_et2_5.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х150_POZD_WEB_K2-3_s13_et2_5.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\285_POZD_WEB_K2-3_s13_et2_5_attempt1.json","Pixel-native AI подтверждён после повторного открытия; обводки 0.75 px; s_raw=1.58985764."
"277_296_20260727_151723","286","1","OK","2026-07-27T15:22:15","Корпус 2.3/POZD_WEB_K2-3_s13_et2_7.ai","Корпус 2.3","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et2_7.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et2_7.png","162998","29d20dbde2e2a22c890174d9fa116395a12f3115a49329d803a41ba7b4565e2e","true","calculated","200","200","2.015512869","1","[715.987205,736.090546,1204.012795,343.909454]","488.02559","392.181092","1665","11","[{""width_pt"":0.75,""count"":742},{""width_pt"":1,""count"":79}]","821","[{""width_pt"":0.75,""count"":821}]","[{""width_pt"":0.75,""count"":821}]","0","[112.349409,991.556092,1087.650591,208.443908]","975.301182","783.112184","600","600","[{""index"":0,""name"":""Монтажная область 1"",""rect"":[0,1200,1200,0],""width"":1200,""height"":1200}]","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х200_POZD_WEB_K2-3_s13_et2_7.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х200_POZD_WEB_K2-3_s13_et2_7.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\286_POZD_WEB_K2-3_s13_et2_7_attempt1.json","Pixel-native AI подтверждён после повторного открытия; обводки 0.75 px; s_raw=2.015512869."
