"batch_id","index","attempt","status","timestamp","source_relpath","corpus","source_ai","reference_png","source_size_bytes","source_sha256_before","source_hash_preverified","scale_mode","calculated_scale_percent","applied_scale_percent","s_raw","artboards_before","visible_bounds_before","visible_width_before_pt","visible_height_before_pt","page_items_before","layers_before","stroke_widths_original","stroked_objects","stroke_widths_before_scale","stroke_widths_after_scale","stroke_mismatch_count","final_visible_bounds","final_visible_width_pt","final_visible_height_pt","final_center_x","final_center_y","final_artboard","layer_state_match","item_state_match","item_structure_match","item_geometry_match_after_reopen","ruler_units_pixels_after_reopen","output_ai","output_png","audit_json","comment"
"236_256_20260727_144532","236","1","OK","2026-07-27T14:45:32","Корпус 2.3/POZD_WEB_K2-3_s11_et1_6.ai","Корпус 2.3","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et1_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et1_6.png","281280","9ac87d31d087a4c9afbe78525b1329b74d8bb2b3f25a7a3c236c70950c5694fb","true","calculated","200","200","1.945969249","1","[698.734862,736.088793,1222.265138,343.907703]","523.530276","392.18109","4017","14","[{""width_pt"":0.75,""count"":1868},{""width_pt"":1,""count"":117}]","1985","[{""width_pt"":0.75,""count"":1985}]","[{""width_pt"":0.75,""count"":1985}]","0","[77.094723,991.559594,1122.905277,208.440406]","1045.810554","783.119188","600","600","[{""index"":0,""name"":""Монтажная область 1"",""rect"":[0,1200,1200,0],""width"":1200,""height"":1200}]","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х200_POZD_WEB_K2-3_s11_et1_6.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х200_POZD_WEB_K2-3_s11_et1_6.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\236_POZD_WEB_K2-3_s11_et1_6_attempt1.json","Pixel-native AI подтверждён после повторного открытия; обводки 0.75 px; s_raw=1.945969249."
"236_256_20260727_144532","237","1","OK","2026-07-27T14:46:30","Корпус 2.3/POZD_WEB_K2-3_s11_et1_7.ai","Корпус 2.3","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et1_7.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et1_7.png","359177","df616be3c845ddb78b90a738c9fc45d43fea2e31d33aa1098e582b2c42727a88","true","calculated","110","110","1.089848981","1","[469.606299,841.471017,1451.393701,239.52611]","981.787402","601.944907","5998","14","[{""width_pt"":0.75,""count"":2739},{""width_pt"":1,""count"":225}]","2964","[{""width_pt"":0.75,""count"":2964}]","[{""width_pt"":0.75,""count"":2964}]","0","[60.191929,930.896278,1139.808071,269.103721]","1079.616142","661.792557","600","600","[{""index"":0,""name"":""Монтажная область 1"",""rect"":[0,1200,1200,0],""width"":1200,""height"":1200}]","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х110_POZD_WEB_K2-3_s11_et1_7.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х110_POZD_WEB_K2-3_s11_et1_7.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\237_POZD_WEB_K2-3_s11_et1_7_attempt1.json","Pixel-native AI подтверждён после повторного открытия; обводки 0.75 px; s_raw=1.089848981."
"236_256_20260727_144532","238","1","OK","2026-07-27T14:48:00","Корпус 2.3/POZD_WEB_K2-3_s11_et2,4_2.ai","Корпус 2.3","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et2,4_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et2,4_2.png","168110","ab26d6cfca5d5d560cad2f5c9eb8efc35daf921f6e5f945cd2a015b4ec8db60f","true","calculated","200","200","2.132634547","1","[748.677155,742.259842,1172.322845,338.740158]","423.64569","403.519684","1658","10","[{""width_pt"":0.75,""count"":733},{""width_pt"":1,""count"":92}]","825","[{""width_pt"":0.75,""count"":825}]","[{""width_pt"":0.75,""count"":825}]","0","[176.97931,1002.894683,1023.02069,197.105317]","846.04138","805.789366","600","600","[{""index"":0,""name"":""Монтажная область 1"",""rect"":[0,1200,1200,0],""width"":1200,""height"":1200}]","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х200_POZD_WEB_K2-3_s11_et2,4_2.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х200_POZD_WEB_K2-3_s11_et2,4_2.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\238_POZD_WEB_K2-3_s11_et2,4_2_attempt1.json","Pixel-native AI подтверждён после повторного открытия; обводки 0.75 px; s_raw=2.132634547."
"236_256_20260727_144532","239","1","OK","2026-07-27T14:48:27","Корпус 2.3/POZD_WEB_K2-3_s11_et2,6_1.ai","Корпус 2.3","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et2,6_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et2,6_1.png","254226","93bcde347dc390abfafc92aebe7492c5b706564fdcdc640a9d3404026f1f82d0","true","calculated","120","120","1.17151475","1","[503.763779,827.299208,1417.111221,253.700792]","913.347442","573.598416","4063","12","[{""width_pt"":0.75,""count"":1821},{""width_pt"":1,""count"":185}]","2006","[{""width_pt"":0.75,""count"":2006}]","[{""width_pt"":0.75,""count"":2006}]","0","[52.141535,943.934049,1147.858465,256.065951]","1095.71693","687.868098","600","600","[{""index"":0,""name"":""Монтажная область 1"",""rect"":[0,1200,1200,0],""width"":1200,""height"":1200}]","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х120_POZD_WEB_K2-3_s11_et2,6_1.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х120_POZD_WEB_K2-3_s11_et2,6_1.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\239_POZD_WEB_K2-3_s11_et2,6_1_attempt1.json","Pixel-native AI подтверждён после повторного открытия; обводки 0.75 px; s_raw=1.17151475."
"236_256_20260727_144532","240","1","OK","2026-07-27T14:49:20","Корпус 2.3/POZD_WEB_K2-3_s11_et2,6_4.ai","Корпус 2.3","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et2,6_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et2,6_4.png","266176","154b917f6f8f84aef60fc5c09f39570b9286f58e7f079c281a29c613ea0c38da","true","calculated","120","120","1.17151475","1","[503.888779,841.255913,1417.236221,238.744087]","913.347442","602.511826","4277","11","[{""width_pt"":0.75,""count"":1919},{""width_pt"":1,""count"":199}]","2118","[{""width_pt"":0.75,""count"":2118}]","[{""width_pt"":0.75,""count"":2118}]","0","[52.141535,961.282096,1147.858465,238.717904]","1095.71693","722.564192","600","600","[{""index"":0,""name"":""Монтажная область 1"",""rect"":[0,1200,1200,0],""width"":1200,""height"":1200}]","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х120_POZD_WEB_K2-3_s11_et2,6_4.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х120_POZD_WEB_K2-3_s11_et2,6_4.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\240_POZD_WEB_K2-3_s11_et2,6_4_attempt1.json","Pixel-native AI подтверждён после повторного открытия; обводки 0.75 px; s_raw=1.17151475."
"236_256_20260727_144532","241","1","OK","2026-07-27T14:50:12","Корпус 2.3/POZD_WEB_K2-3_s11_et2_3.ai","Корпус 2.3","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et2_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et2_3.png","170322","911444934709c322d17f47a153941bce9db81fe3ffb2899f4659393725099e7f","true","calculated","200","200","2.165418303","1","[748.602362,736.090552,1171.397638,343.909448]","422.795276","392.181104","1788","10","[{""width_pt"":0.75,""count"":794},{""width_pt"":1,""count"":95}]","889","[{""width_pt"":0.75,""count"":889}]","[{""width_pt"":0.75,""count"":889}]","0","[177.829724,991.556104,1022.170276,208.443896]","844.340552","783.112208","600","600","[{""index"":0,""name"":""Монтажная область 1"",""rect"":[0,1200,1200,0],""width"":1200,""height"":1200}]","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х200_POZD_WEB_K2-3_s11_et2_3.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х200_POZD_WEB_K2-3_s11_et2_3.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\241_POZD_WEB_K2-3_s11_et2_3_attempt1.json","Pixel-native AI подтверждён после повторного открытия; обводки 0.75 px; s_raw=2.165418303."
"236_256_20260727_144532","242","1","OK","2026-07-27T14:50:38","Корпус 2.3/POZD_WEB_K2-3_s11_et3,5_1.ai","Корпус 2.3","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et3,5_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et3,5_1.png","251360","f04d113e29c1d665a4c8e266b0996622b073e825f172bfe98d4f00cd0adc2442","true","calculated","120","120","1.208480435","1","[517.795274,827.299216,1403.204726,253.700784]","885.409452","573.598432","4008","11","[{""width_pt"":0.75,""count"":1799},{""width_pt"":1,""count"":182}]","1981","[{""width_pt"":0.75,""count"":1981}]","[{""width_pt"":0.75,""count"":1981}]","0","[68.979329,943.934059,1131.020671,256.065941]","1062.041342","687.868118","600","600","[{""index"":0,""name"":""Монтажная область 1"",""rect"":[0,1200,1200,0],""width"":1200,""height"":1200}]","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х120_POZD_WEB_K2-3_s11_et3,5_1.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х120_POZD_WEB_K2-3_s11_et3,5_1.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\242_POZD_WEB_K2-3_s11_et3,5_1_attempt1.json","Pixel-native AI подтверждён после повторного открытия; обводки 0.75 px; s_raw=1.208480435."
"236_256_20260727_144532","243","1","OK","2026-07-27T14:51:29","Корпус 2.3/POZD_WEB_K2-3_s11_et3,5_2.ai","Корпус 2.3","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et3,5_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et3,5_2.png","168075","5b59c845a071c74a073cacaab378267fd9af030644933d85b9ec04c4fca5ac08","true","calculated","200","200","2.133634154","1","[748.87558,742.259836,1172.12442,338.740164]","423.24884","403.519672","1674","10","[{""width_pt"":0.75,""count"":739},{""width_pt"":1,""count"":93}]","832","[{""width_pt"":0.75,""count"":832}]","[{""width_pt"":0.75,""count"":832}]","0","[177.37616,1002.894672,1022.62384,197.105328]","845.24768","805.789344","600","600","[{""index"":0,""name"":""Монтажная область 1"",""rect"":[0,1200,1200,0],""width"":1200,""height"":1200}]","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х200_POZD_WEB_K2-3_s11_et3,5_2.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х200_POZD_WEB_K2-3_s11_et3,5_2.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\243_POZD_WEB_K2-3_s11_et3,5_2_attempt1.json","Pixel-native AI подтверждён после повторного открытия; обводки 0.75 px; s_raw=2.133634154."
"236_256_20260727_144532","244","1","OK","2026-07-27T14:51:55","Корпус 2.3/POZD_WEB_K2-3_s11_et3,5_3.ai","Корпус 2.3","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et3,5_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et3,5_3.png","171134","39fbc49e6d615e48ebc3c0694d3e1f9dd1301da3e1e6752377b8ec764cb71b6c","true","calculated","200","200","2.168137504","1","[748.602362,736.099001,1171.397638,344.900999]","422.795276","391.198002","1779","10","[{""width_pt"":0.75,""count"":791},{""width_pt"":1,""count"":94}]","885","[{""width_pt"":0.75,""count"":885}]","[{""width_pt"":0.75,""count"":885}]","0","[177.829724,990.573002,1022.170276,209.426998]","844.340552","781.146004","600","600","[{""index"":0,""name"":""Монтажная область 1"",""rect"":[0,1200,1200,0],""width"":1200,""height"":1200}]","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х200_POZD_WEB_K2-3_s11_et3,5_3.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х200_POZD_WEB_K2-3_s11_et3,5_3.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\244_POZD_WEB_K2-3_s11_et3,5_3_attempt1.json","Pixel-native AI подтверждён после повторного открытия; обводки 0.75 px; s_raw=2.168137504."
"236_256_20260727_144532","245","1","OK","2026-07-27T14:52:22","Корпус 2.3/POZD_WEB_K2-3_s11_et3,5_4.ai","Корпус 2.3","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et3,5_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et3,5_4.png","263690","b268054ca1712cf12d30a7ad17abf6e9c76663fbd9cd45096b7a09b9d2789539","true","calculated","120","120","1.207813188","1","[517.795275,841.47243,1403.204725,239.52757]","885.40945","601.94486","4245","10","[{""width_pt"":0.75,""count"":1905},{""width_pt"":1,""count"":199}]","2104","[{""width_pt"":0.75,""count"":2104}]","[{""width_pt"":0.75,""count"":2104}]","0","[68.979331,960.941915,1131.020669,239.058085]","1062.041338","721.88383","600","600","[{""index"":0,""name"":""Монтажная область 1"",""rect"":[0,1200,1200,0],""width"":1200,""height"":1200}]","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х120_POZD_WEB_K2-3_s11_et3,5_4.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х120_POZD_WEB_K2-3_s11_et3,5_4.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\245_POZD_WEB_K2-3_s11_et3,5_4_attempt1.json","Pixel-native AI подтверждён после повторного открытия; обводки 0.75 px; s_raw=1.207813188."
