"index","corpus","source_relpath","source_ai","reference_png","source_size_bytes","source_sha256_before","source_sha256_after","override_scale_percent","override_reason","status","applied_scale_percent","output_ai","output_png","output_ai_sha256","output_png_sha256","audit_json","attempts","last_error"
"40","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s2_et2,6_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et2,6_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et2,6_5.png","162497","472db064064a2a9ed6aa7190465dbcf5edbd8c26be3fb13edd53d337e81ac23f","","","","PENDING","","","","","","","0",""
"41","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s2_et2_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et2_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et2_6.png","223988","ce2a7a4ee5d4d45f58da843c0b149254a44af952caf8b2c2b4e52fd3cd558b13","","","","PENDING","","","","","","","0",""
"42","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s2_et2_7.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et2_7.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et2_7.png","189288","17ca6a3bcf0cf4b6d07bd73d5b78989ef366f0cf179268c6f17cf006ad357eae","","","","PENDING","","","","","","","0",""
"43","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s2_et2_9.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et2_9.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et2_9.png","211761","c84d4188a52ed48c2880248603ce3b4c32259bb975337b2bc548ecf76139584f","","","","PENDING","","","","","","","0",""
"44","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s2_et3,5_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et3,5_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et3,5_1.png","192443","7fd01dfdb1cd59aed4df780c510eaebe76b41534ef41b9175cfcf70bcc21cef0","","","","PENDING","","","","","","","0",""
"45","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s2_et3,5_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et3,5_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et3,5_2.png","166389","032967807c37acf7b2a718e180b04fd14ed3b155f67b2fdbd4c035531cd6fbaa","","","","PENDING","","","","","","","0",""
"46","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s2_et3,5_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et3,5_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et3,5_3.png","169706","f95ac17699da8cb00c90a88054746a582fd7082dc4124b1255312af7bacf8020","","","","PENDING","","","","","","","0",""
"47","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s2_et3,5_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et3,5_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et3,5_4.png","166816","734bac1a21c774c6bbac77b46d331eeb3e5c7039e792eabc87ea108f62d5edb0","","","","PENDING","","","","","","","0",""
"48","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s2_et3,5_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et3,5_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et3,5_5.png","162598","a83616b404959c334ad458318d137c5dccae3e8d322e5d6dfc2278e5285db394","","","","PENDING","","","","","","","0",""
"49","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s2_et3,5_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et3,5_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et3,5_6.png","224458","68d9a1da34defd66ed9600da9628979ca3e444f40564e67f85a285c0844b5a5b","","","","PENDING","","","","","","","0",""
"50","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s2_et3,5_7.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et3,5_7.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et3,5_7.png","189104","880ea522d1f81cf8ab00c7631f952efd9608b0cc94f7955403402f61a554e62f","","","","PENDING","","","","","","","0",""
"51","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s2_et3,5_8.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et3,5_8.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et3,5_8.png","221087","6c427715744c64d00406cc2db07efc07b1313229e9bef03291974cc302bf2a88","","","","PENDING","","","","","","","0",""
"52","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s2_et3,5_9.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et3,5_9.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et3,5_9.png","210507","c41b92dfbbbecd327b0be8992e6f801c03b356478c5359af3e0792c7d0c349a5","","","","PENDING","","","","","","","0",""
"53","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s2_et4_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et4_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et4_2.png","173113","076368ec992a3b2b26902cf55a6924ad42efdbbef17bd3ce4a01f34b6e47e6f2","","","","PENDING","","","","","","","0",""
"54","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s2_et4_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et4_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et4_3.png","171589","b619b2bcd0056685aac7512581ad604a5d77612b436212b9c7d5b3def156f9dc","","","","PENDING","","","","","","","0",""
"55","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s2_et4_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et4_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et4_5.png","167479","023f15a85b534d3ed40eb6b1f22d3003015a6d9b8b288d673380cc5a1ba05011","","","","PENDING","","","","","","","0",""
"56","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s2_et4_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et4_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et4_6.png","228369","e24fe4e5580137d75df86d025f301a79ab73ab646a720e9808da2abd15864e79","","","","PENDING","","","","","","","0",""
"57","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s2_et4_7.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et4_7.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et4_7.png","194371","a0f0f5b627ca95267dd425ca12686a1897181325dab35de10fe2f2ffbdbf36f3","","","","PENDING","","","","","","","0",""
"58","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s2_et4_9.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et4_9.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et4_9.png","214275","d2b550aabf022cfa877a02e6afc49f7a955431f5b1d93cf4fd5ade007a21525f","","","","PENDING","","","","","","","0",""
"59","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s2_et6_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et6_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et6_1.png","196427","2fc7b79fae2c0f1e692ff0427db4d5cb50eb7a0cd9672f37b3b6115053c06abd","","","","PENDING","","","","","","","0",""
"60","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s2_et6_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et6_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et6_4.png","171053","9a575ef2946edef652c61240d60368bae5458172f39144971fb05500e922af15","","","","PENDING","","","","","","","0",""
"61","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s2_et6_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et6_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et6_6.png","230054","f96df7a4ea2a9d6a1ef4859f002f7532aef80631c80daf2bc82d6fc0f51d42ed","","","","PENDING","","","","","","","0",""
"62","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s2_et6_7.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et6_7.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et6_7.png","194858","456c7e7342d8e2faa7e4323cd5012c8bfae97194a1d9deda3a298e0d4080e928","","","","PENDING","","","","","","","0",""
"63","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s2_et6_8.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et6_8.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et6_8.png","224072","cf0e55c4ff8323f3dc0329e89595eccc04f02746f240cfac7189f34654893a82","","","","PENDING","","","","","","","0",""
"64","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s2_et6_9.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et6_9.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s2_et6_9.png","212314","b9afda33c25557a930de1a9e1eb9fd140b6ba445d383c28c9a6ace7613cfc93c","","","","PENDING","","","","","","","0",""
"65","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et1,3,5_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et1,3,5_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et1,3,5_5.png","208907","285b41524e9bd9bbc7fb68826a6f31920e757b92cbf48387b2fea7a2a7136004","","","","PENDING","","","","","","","0",""
"66","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et1_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et1_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et1_2.png","348174","6709bcf0dbf5d53b73b1506a31e7151e2faeee57ce95c6e28618d1c98e484dc5","","","","PENDING","","","","","","","0",""
"67","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et1_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et1_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et1_3.png","308480","bdaa10496fca6cdc77193eab3c7cec8977c886f9621b14b44c3a8dacd85f8645","","","","PENDING","","","","","","","0",""
"68","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et1_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et1_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et1_4.png","322697","a90eb3ed76972163e1c03df537c0c8c54e342791e7d286944b66ff94cd877348","a90eb3ed76972163e1c03df537c0c8c54e342791e7d286944b66ff94cd877348","","","OK","110","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х110_POZD_WEB_K2-1_s3_et1_4.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х110_POZD_WEB_K2-1_s3_et1_4.png","7e650988032965a42f95a88247d975683f651d52e7b7de68ce55c1890a08d169","092f5f4de2f60fe67379ba5120917d06195b0293e9898057d33cb92a5b760db8","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\068_POZD_WEB_K2-1_s3_et1_4_attempt1.json","1",""
"69","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et2,4_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et2,4_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et2,4_1.png","229318","454269c1c86cbb5d8ff1fa4892e779425edf5e774e83473f7c60c74b36dcfa0f","","","","PENDING","","","","","","","0",""
"70","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et2,4_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et2,4_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et2,4_5.png","166463","2bcb188c23ac8061035f64f6a05bb93e0fc265748d7aee4eb7aa8ecf12528b65","","","","PENDING","","","","","","","0",""
"71","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et2,6_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et2,6_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et2,6_3.png","199777","e02e77f611bcb992da299129178acbe514e9a63663db58656ed09d6f375b0d57","","","","PENDING","","","","","","","0",""
"72","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et2_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et2_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et2_2.png","209305","5bf3ece0fea6cbab44225a8cd9264881ce91c67e9eff78d4d2ad07dda7a64995","","","","PENDING","","","","","","","0",""
"73","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et2_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et2_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et2_4.png","237227","89c5192e3123c1df1720b577c40e59eaca791106ab2f2b9df60a2604ae7b5412","","","","PENDING","","","","","","","0",""
"74","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et3,5_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et3,5_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et3,5_1.png","230206","203fa35e03621c36357805abbd521896083d77cb6db7c1c13232b99bd8b643c0","","","","PENDING","","","","","","","0",""
"75","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et3,5_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et3,5_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et3,5_2.png","208791","e5853fe7eb37b864880ba1e4d2e1b20f919c5cfa76a87459bf76a155bf1db65a","","","","PENDING","","","","","","","0",""
"76","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et3,5_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et3,5_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et3,5_3.png","199773","ae0d5758d6a772ae98998db896601405d68f6f77c48838e1e02f9065adfdfcde","","","","PENDING","","","","","","","0",""
"77","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et3,5_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et3,5_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et3,5_4.png","236943","8f9517703e1ad9c1378b504196a15d4679da154aa21020220db3796e3928014c","","","","PENDING","","","","","","","0",""
"78","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et4_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et4_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et4_2.png","211934","00430979e0af3ace04e3f88b6f32b6aef659932dff9cd86c5e940fbc2f8c4e64","","","","PENDING","","","","","","","0",""
"79","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et4_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et4_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et4_3.png","205322","48ac3a973784655d0508771dba624646a7e157a371b9d6a76dc3dfddb991762c","","","","PENDING","","","","","","","0",""
"80","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et4_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et4_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et4_4.png","235287","2064ef5be9b6d58819a8412c1c74b2e8c9ec941ae2b9c4d7a3c43d635b371227","","","","PENDING","","","","","","","0",""
"81","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et6_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et6_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et6_1.png","235419","a16d041c68efa13f9a7dd56f18cee39e4e747d507f39247a4b030d9120ccb328","","","","PENDING","","","","","","","0",""
"82","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et6_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et6_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et6_2.png","206641","3213b8be1ecfae10ce109ac0880fdef3e08b2891f20a587ef507230c7491b0aa","","","","PENDING","","","","","","","0",""
"83","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et6_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et6_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et6_4.png","235908","228114d25696a7ea8a376b4f0f2703611a41798ca76d6086a9f8134f53d7e5a8","","","","PENDING","","","","","","","0",""
"84","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et6_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et6_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et6_5.png","171652","19d1440ed051d9010417f047b32ed4b2fe7f2706f71e831a5833b420934c1c0b","","","","PENDING","","","","","","","0",""
"85","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et1_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et1_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et1_1.png","188544","149d7c71c19dbef315eded24fb01dff96a1dba5627b989c9c0c14a78908fbdf7","","","","PENDING","","","","","","","0",""
