"index","corpus","source_relpath","source_ai","reference_png","source_size_bytes","source_sha256_before","source_sha256_after","override_scale_percent","override_reason","status","applied_scale_percent","output_ai","output_png","output_ai_sha256","output_png_sha256","audit_json","attempts","last_error"
"86","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et1_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et1_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et1_2.png","169741","aec24211747eab2bebb5d433435553cb0967d27f42cef342c4b1a894a5ea958a","","","","PENDING","","","","","","","0",""
"87","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et1_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et1_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et1_3.png","147055","d195b43c57ec906aa7b6f0858d83e9b541855a05b6acfc7b11196d07f53ff44c","","","","PENDING","","","","","","","0",""
"88","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et1_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et1_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et1_4.png","305066","54e55df6664d080ca2ae26702b6750c01867087dd6bc2c0f1c6cc6a4545a35d4","","","","PENDING","","","","","","","0",""
"89","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et1_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et1_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et1_5.png","279355","e09cb8f7fc4e26e51a028b04dae1170436f80eb74014a9d8e0726cf38ba4d2d7","","","","PENDING","","","","","","","0",""
"90","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et2,4_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et2,4_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et2,4_2.png","162281","f4121de7db6ae60b166923be529c3bf20fbe614cf48c38d998f59d6337ffb9fe","","","","PENDING","","","","","","","0",""
"91","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et2,6_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et2,6_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et2,6_4.png","198895","19a10cdf0842b8cf34f303ef70f5605e1d7d47ded8c6e1cda1d11136004c3dc6","","","","PENDING","","","","","","","0",""
"92","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et2_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et2_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et2_1.png","250270","4e775fa759445afcc4c1f8509653c300911a9159702acaed6efe71d4f45e1b45","","","","PENDING","","","","","","","0",""
"93","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et2_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et2_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et2_3.png","233667","0952a0ff148df4e4657d5459f89a0dcb6cdedd715d8dd3803b438182846e0aba","","","","PENDING","","","","","","","0",""
"94","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et2_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et2_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et2_5.png","212351","6319b5d996413352bd64fc34b5c0121c0cda34eddd9e741b36cd04f4d928efd4","","","","PENDING","","","","","","","0",""
"95","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et2_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et2_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et2_6.png","210084","4b727bff40a5856c24cdc863ccac0cdf47cc19ddddee7a406d9a06f6004948dc","","","","PENDING","","","","","","","0",""
"96","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et2_7.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et2_7.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et2_7.png","156020","75ed3620cb108fc2c95cb6cb61c3a4073097ef927064c3a9b174622945701ce8","","","","PENDING","","","","","","","0",""
"97","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et3,5_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et3,5_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et3,5_1.png","250561","ecea26dacaa3fd32703f100e62c105766894b5ebc6542ce9c76e55d66d6d9e91","","","","PENDING","","","","","","","0",""
"98","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et3,5_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et3,5_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et3,5_2.png","161858","e08da1ee039ba81c36ffcae4ba4e82cf3c586548c6a5a24aceafadbd32330a75","","","","PENDING","","","","","","","0",""
"99","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et3,5_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et3,5_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et3,5_3.png","234308","5b6f1ecfa24e42e8259bb5f767ff028befeaa0e0eaac5ad982929e4b77e15e9a","","","","PENDING","","","","","","","0",""
"100","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et3,5_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et3,5_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et3,5_4.png","198951","d5ebd4f3671f1d80c06f84fda12d6f87c3a3af2b4287ba7129e5331aa17ac47e","","","","PENDING","","","","","","","0",""
"101","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et3,5_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et3,5_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et3,5_5.png","212629","f2dc23f2a7e5a2103393c948bc21b48a407bfe36a349d1c32b9152b9f2723aba","","","","PENDING","","","","","","","0",""
"102","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et3,5_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et3,5_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et3,5_6.png","210204","57a38e7817f170eb8388849ff6bfe131b131e1616e42415877eea8197b1706e2","","","","PENDING","","","","","","","0",""
"103","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et3,5_7.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et3,5_7.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et3,5_7.png","155442","cf9811c26b665ac17a76532e3b04ebde34e9d8a0febb601b87f4014430e8e026","","","","PENDING","","","","","","","0",""
"104","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et4_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et4_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et4_1.png","257003","cfa337b82550b80d4f6cd074d37e407f1822437a0bcfcd68d5ac9900275cf321","","","","PENDING","","","","","","","0",""
"105","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et4_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et4_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et4_3.png","238631","75e8dcd3c213924f93ed0e4669ed00e265c8420775cf62e394b8f1d1a4e0ebcb","","","","PENDING","","","","","","","0",""
"106","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et4_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et4_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et4_4.png","204041","4fa823348666f95f5ed45dc5a77e76c481af07f6aa4265e561f2ec849dc7ab4e","","","","PENDING","","","","","","","0",""
"107","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et4_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et4_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et4_5.png","220926","82bb16f5a45be0f7524e12f60206ff7aa47aedd04cb75a3ac74d510b1a4e97ec","","","","PENDING","","","","","","","0",""
"108","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et4_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et4_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et4_6.png","215287","a501204cefc9cf1ef10efcac2716ccf4a432449a8d509fc13118e4740609488b","","","","PENDING","","","","","","","0",""
"109","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et4_7.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et4_7.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et4_7.png","155357","650dcacf31aa37dbab97efec1fb964bf44ed70e97643ab4c1eff16be5ad9d43e","","","","PENDING","","","","","","","0",""
"110","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et6_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et6_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et6_1.png","252098","703c4d2e4623ef0cb29421ccf0d7dfb7a3f70208d446bef9f862114c37af8751","","","","PENDING","","","","","","","0",""
"111","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et6_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et6_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et6_2.png","249379","8dd2eea0972bab9d165079e4c3978cd7cf0f148bf78712697efb7a4b192dad0b","","","","PENDING","","","","","","","0",""
"112","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et6_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et6_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et6_3.png","232781","037a74550732ff9c4e82a90d523ba71ca7e9880065ae6612fb3abdef75a18dad","","","","PENDING","","","","","","","0",""
"113","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et6_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et6_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et6_5.png","219688","ffaf6d92071d4677c6024a876a0326dc49055fc4b0618e2c2dc9f6e97191bee1","","","","PENDING","","","","","","","0",""
"114","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et6_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et6_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et6_6.png","210444","4213b9bef87bf4050032c7921fcd52cf16f60d733e3d94f7ad1cd55f7712b972","","","","PENDING","","","","","","","0",""
"115","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et6_7.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et6_7.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et6_7.png","158879","edd1fbed9c423f03d31eb0d59bd6270189f20c466bfa284405b9cbac42335af5","","","","PENDING","","","","","","","0",""
"116","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s5_et1_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et1_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et1_1.png","213378","c3be2bc5a9eb7b0f8bbe03e55b5385e9c6261c0a08e1dd7266aeb0f65da0fec1","","","","PENDING","","","","","","","0",""
"117","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s5_et1_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et1_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et1_2.png","272874","6e8fd2b437d989b23bf3f21f9a521569787d9ee014fd8a4f26f607010165d9ce","","","","PENDING","","","","","","","0",""
"118","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s5_et2,4,6_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et2,4,6_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et2,4,6_3.png","217055","53b50f60e49df6fa850a2068fdf53404bd19ff237fb70b5bccddeef18557f18f","","","","PENDING","","","","","","","0",""
"119","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s5_et2,4_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et2,4_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et2,4_6.png","190679","a65949be0b167eaa031ee4d037be7917b07ed8932e6c91d301aa08d2f0d8f094","","","","PENDING","","","","","","","0",""
"120","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s5_et2,6_10.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et2,6_10.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et2,6_10.png","194093","dbb5a02f944de53519f7f9c75313e44487fc50ad79df02fe47534cfd22dafd4e","","","","PENDING","","","","","","","0",""
"121","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s5_et2,6_11.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et2,6_11.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et2,6_11.png","193035","c31336a1928d68954abc7325644e97d7303a843011ce52cb13198f3656b52289","","","","PENDING","","","","","","","0",""
"122","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s5_et2,6_8.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et2,6_8.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et2,6_8.png","194434","c8febf0adebf1cd2e94bedc5294db12b173cbc9f75c15e85d73aba7b3b9d7b9e","","","","PENDING","","","","","","","0",""
"123","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s5_et2_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et2_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et2_1.png","195477","f9e3fed92febe22d4e09fbf28ca0fa291d44857bf7996caf37c8f4c5485e98e9","","","","PENDING","","","","","","","0",""
"124","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s5_et2_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et2_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et2_2.png","215327","15cd4ea4c217d8982e395daadbf2fbc5f5a5fce95d9c4a1eb8e7826846e8a068","","","","PENDING","","","","","","","0",""
"125","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s5_et2_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et2_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et2_4.png","197078","9d6c92ec05f5b02971b71051edf0d608b2748584a31443bef5ae706825624bfb","","","","PENDING","","","","","","","0",""
"126","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s5_et2_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et2_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et2_5.png","169041","e4c204bdc5a1ff8bb876322d9e03d318ff2fd48d852c72734036e31ab3ad8922","","","","PENDING","","","","","","","0",""
"127","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s5_et2_7.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et2_7.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et2_7.png","195784","c045bf9664ae9cd4cb7982cb1e2587d9f4d8ccdf7d31365411885b8825a5bbe6","","","","PENDING","","","","","","","0",""
"128","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s5_et2_9.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et2_9.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et2_9.png","208913","a6bfbd37268905acf36b8d52fcdceebd127b0ae97d16252db3d2f58e93eceffd","","","","PENDING","","","","","","","0",""
"129","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s5_et3,5_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et3,5_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et3,5_1.png","195341","de7b8a29f6fa533a7c58963b5914395bccc4e73c9327c6141f167c2b443c69c5","","","","PENDING","","","","","","","0",""
"130","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s5_et3,5_10.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et3,5_10.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et3,5_10.png","193344","13d7d358686d33dd17550a2b9ae6c799fc9f117a2cd31f4af92690ce460a7b12","","","","PENDING","","","","","","","0",""
"131","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s5_et3,5_11.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et3,5_11.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et3,5_11.png","186762","5dc45300e3c1c1bafdc3f4217d26467ade21febbba7057d889623e2c0006ec2a","","","","PENDING","","","","","","","0",""
"132","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s5_et3,5_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et3,5_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et3,5_2.png","216568","5c2be626e8ca9cded929b71cfa32259f474e5107e19f565a03079a2d2d1bf80f","","","","PENDING","","","","","","","0",""
