"batch_id","index","status","timestamp","source_relpath","expected_scale_percent","ai_opened","ruler_units_pixels","artboards","artboard_width","artboard_height","center_x","center_y","inside_artboard","stroke_count","stroke_mismatch_count","source_item_count","output_item_count","source_layer_count","output_layer_count","layer_signature_match","item_structure_match","item_state_match","color_space_match","names_match","output_ai","output_png","verify_audit","comment"
"127_151_20260727_171611","127","OK","2026-07-27T17:16:11","Корпус 2.1/POZD_WEB_K2-1_s5_et2_7.ai","170","true","true","1","1200","1200","600","600","true","1245","0","2515","2515","10","10","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et2_7.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et2_7.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\127_POZD_WEB_K2-1_s5_et2_7_verify_attempt2.json","Независимая read-only проверка AI пройдена."
"127_151_20260727_171611","128","OK","2026-07-27T17:16:24","Корпус 2.1/POZD_WEB_K2-1_s5_et2_9.ai","170","true","true","1","1200","1200","600","600","true","1271","0","2577","2577","14","14","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et2_9.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et2_9.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\128_POZD_WEB_K2-1_s5_et2_9_verify_attempt2.json","Независимая read-only проверка AI пройдена."
"127_151_20260727_171611","129","OK","2026-07-27T17:16:37","Корпус 2.1/POZD_WEB_K2-1_s5_et3,5_1.ai","170","true","true","1","1200","1200","600","600","true","1214","0","2465","2465","11","11","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et3,5_1.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et3,5_1.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\129_POZD_WEB_K2-1_s5_et3,5_1_verify_attempt2.json","Независимая read-only проверка AI пройдена."
"127_151_20260727_171611","130","OK","2026-07-27T17:16:48","Корпус 2.1/POZD_WEB_K2-1_s5_et3,5_10.ai","170","true","true","1","1200","1200","600","600","true","1169","0","2367","2367","10","10","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et3,5_10.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et3,5_10.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\130_POZD_WEB_K2-1_s5_et3,5_10_verify_attempt2.json","Независимая read-only проверка AI пройдена."
"127_151_20260727_171611","131","OK","2026-07-27T17:16:59","Корпус 2.1/POZD_WEB_K2-1_s5_et3,5_11.ai","170","true","true","1","1200","1200","600","600","true","1128","0","2282","2282","10","10","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et3,5_11.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et3,5_11.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\131_POZD_WEB_K2-1_s5_et3,5_11_verify_attempt2.json","Независимая read-only проверка AI пройдена."
"127_151_20260727_171611","132","OK","2026-07-27T17:17:09","Корпус 2.1/POZD_WEB_K2-1_s5_et3,5_2.ai","170","true","true","1","1200","1200","600","600","true","1349","0","2726","2726","10","10","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et3,5_2.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et3,5_2.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\132_POZD_WEB_K2-1_s5_et3,5_2_verify_attempt2.json","Независимая read-only проверка AI пройдена."
"127_151_20260727_171611","133","OK","2026-07-27T17:17:23","Корпус 2.1/POZD_WEB_K2-1_s5_et3,5_3.ai","170","true","true","1","1200","1200","600","600","true","1336","0","2699","2699","10","10","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et3,5_3.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et3,5_3.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\133_POZD_WEB_K2-1_s5_et3,5_3_verify_attempt2.json","Независимая read-only проверка AI пройдена."
"127_151_20260727_171611","134","OK","2026-07-27T17:17:37","Корпус 2.1/POZD_WEB_K2-1_s5_et3,5_4.ai","170","true","true","1","1200","1200","600","600","true","1209","0","2444","2444","10","10","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et3,5_4.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et3,5_4.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\134_POZD_WEB_K2-1_s5_et3,5_4_verify_attempt2.json","Независимая read-only проверка AI пройдена."
"127_151_20260727_171611","135","OK","2026-07-27T17:17:49","Корпус 2.1/POZD_WEB_K2-1_s5_et3,5_5.ai","200","true","true","1","1200","1200","600","600","true","874","0","1778","1778","10","10","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х200_POZD_WEB_K2-1_s5_et3,5_5.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х200_POZD_WEB_K2-1_s5_et3,5_5.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\135_POZD_WEB_K2-1_s5_et3,5_5_verify_attempt2.json","Независимая read-only проверка AI пройдена."
"127_151_20260727_171611","136","OK","2026-07-27T17:17:55","Корпус 2.1/POZD_WEB_K2-1_s5_et3,5_7.ai","170","true","true","1","1200","1200","600","600","true","1246","0","2515","2515","10","10","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et3,5_7.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et3,5_7.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\136_POZD_WEB_K2-1_s5_et3,5_7_verify_attempt2.json","Независимая read-only проверка AI пройдена."
"127_151_20260727_171611","137","OK","2026-07-27T17:18:07","Корпус 2.1/POZD_WEB_K2-1_s5_et3,5_8.ai","170","true","true","1","1200","1200","600","600","true","1191","0","2412","2412","10","10","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et3,5_8.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et3,5_8.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\137_POZD_WEB_K2-1_s5_et3,5_8_verify_attempt2.json","Независимая read-only проверка AI пройдена."
"127_151_20260727_171611","138","OK","2026-07-27T17:18:18","Корпус 2.1/POZD_WEB_K2-1_s5_et3,5_9.ai","170","true","true","1","1200","1200","600","600","true","1240","0","2509","2509","10","10","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et3,5_9.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et3,5_9.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\138_POZD_WEB_K2-1_s5_et3,5_9_verify_attempt2.json","Независимая read-only проверка AI пройдена."
"127_151_20260727_171611","139","OK","2026-07-27T17:18:31","Корпус 2.1/POZD_WEB_K2-1_s5_et3_6.ai","170","true","true","1","1200","1200","600","600","true","1230","0","2494","2494","15","15","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et3_6.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et3_6.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\139_POZD_WEB_K2-1_s5_et3_6_verify_attempt2.json","Независимая read-only проверка AI пройдена."
"127_151_20260727_171611","140","OK","2026-07-27T17:18:43","Корпус 2.1/POZD_WEB_K2-1_s5_et4_1.ai","170","true","true","1","1200","1200","600","600","true","1220","0","2478","2478","11","11","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et4_1.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et4_1.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\140_POZD_WEB_K2-1_s5_et4_1_verify_attempt2.json","Независимая read-only проверка AI пройдена."
"127_151_20260727_171611","141","OK","2026-07-27T17:18:54","Корпус 2.1/POZD_WEB_K2-1_s5_et4_10.ai","170","true","true","1","1200","1200","600","600","true","1195","0","2428","2428","13","13","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et4_10.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et4_10.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\141_POZD_WEB_K2-1_s5_et4_10_verify_attempt2.json","Независимая read-only проверка AI пройдена."
"127_151_20260727_171611","142","OK","2026-07-27T17:19:05","Корпус 2.1/POZD_WEB_K2-1_s5_et4_11.ai","170","true","true","1","1200","1200","600","600","true","1129","0","2284","2284","10","10","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et4_11.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et4_11.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\142_POZD_WEB_K2-1_s5_et4_11_verify_attempt2.json","Независимая read-only проверка AI пройдена."
"127_151_20260727_171611","143","OK","2026-07-27T17:19:15","Корпус 2.1/POZD_WEB_K2-1_s5_et4_2.ai","170","true","true","1","1200","1200","600","600","true","1363","0","2758","2758","13","13","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et4_2.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s5_et4_2.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\143_POZD_WEB_K2-1_s5_et4_2_verify_attempt2.json","Независимая read-only проверка AI пройдена."
