"batch_id","index","status","source_relpath","applied_scale_percent","illustrator_status","ruler_units_pixels","artboards","artboard_width","artboard_height","center_x","center_y","inside_artboard","stroke_count","stroke_mismatch_count","source_item_count","output_item_count","source_layer_count","output_layer_count","layer_signature_match","item_structure_match","item_state_match","color_space_match","names_match","pdf_compatible","png_width","png_height","png_has_alpha","png_transparent_pixels","png_nontransparent_pixels","png_corners_transparent","png_no_opaque_white_rectangle","source_hash_match","output_ai_hash_match","output_png_hash_match","output_ai","output_png","process_audit","verify_audit","comment"
"002_026_20260727_164026","2","OK","Корпус 2.1/POZD_WEB_K2-1_s1_et1_3.ai","200","OK","true","1","1200","1200","600","600","true","829","0","1676","1676","11","11","true","true","true","true","true","True","1200","1200","True","895409","544591","True","True","True","True","True","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х200_POZD_WEB_K2-1_s1_et1_3.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х200_POZD_WEB_K2-1_s1_et1_3.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\002_POZD_WEB_K2-1_s1_et1_3_attempt1.json","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\002_POZD_WEB_K2-1_s1_et1_3_verify_attempt2.json","Независимая проверка AI/PNG/SHA-256 пройдена."
"002_026_20260727_164026","3","OK","Корпус 2.1/POZD_WEB_K2-1_s1_et1_4.ai","200","OK","true","1","1200","1200","600","600","true","825","0","1666","1666","11","11","true","true","true","true","true","True","1200","1200","True","932064","507936","True","True","True","True","True","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х200_POZD_WEB_K2-1_s1_et1_4.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х200_POZD_WEB_K2-1_s1_et1_4.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\003_POZD_WEB_K2-1_s1_et1_4_attempt1.json","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\003_POZD_WEB_K2-1_s1_et1_4_verify_attempt2.json","Независимая проверка AI/PNG/SHA-256 пройдена."
"002_026_20260727_164026","4","OK","Корпус 2.1/POZD_WEB_K2-1_s1_et1_5.ai","110","OK","true","1","1200","1200","600","600","true","2312","0","4689","4689","16","16","true","true","true","true","true","True","1200","1200","True","1032139","407861","True","True","True","True","True","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х110_POZD_WEB_K2-1_s1_et1_5.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х110_POZD_WEB_K2-1_s1_et1_5.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\004_POZD_WEB_K2-1_s1_et1_5_attempt1.json","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\004_POZD_WEB_K2-1_s1_et1_5_verify_attempt2.json","Независимая проверка AI/PNG/SHA-256 пройдена."
"002_026_20260727_164026","5","OK","Корпус 2.1/POZD_WEB_K2-1_s1_et1_6.ai","200","OK","true","1","1200","1200","600","600.000001","true","1601","0","3253","3253","15","15","true","true","true","true","true","True","1200","1200","True","807355","632645","True","True","True","True","True","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х200_POZD_WEB_K2-1_s1_et1_6.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х200_POZD_WEB_K2-1_s1_et1_6.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\005_POZD_WEB_K2-1_s1_et1_6_attempt1.json","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\005_POZD_WEB_K2-1_s1_et1_6_verify_attempt2.json","Независимая проверка AI/PNG/SHA-256 пройдена."
"002_026_20260727_164026","6","OK","Корпус 2.1/POZD_WEB_K2-1_s1_et2,4_3.ai","170","OK","true","1","1200","1200","600","600","true","1214","0","2454","2454","10","10","true","true","true","true","true","True","1200","1200","True","849069","590931","True","True","True","True","True","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s1_et2,4_3.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s1_et2,4_3.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\006_POZD_WEB_K2-1_s1_et2,4_3_attempt1.json","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\006_POZD_WEB_K2-1_s1_et2,4_3_verify_attempt2.json","Независимая проверка AI/PNG/SHA-256 пройдена."
"002_026_20260727_164026","7","OK","Корпус 2.1/POZD_WEB_K2-1_s1_et2,4_5.ai","120","OK","true","1","1200","1200","600","600","true","1745","0","3534","3534","10","10","true","true","true","true","true","True","1200","1200","True","956995","483005","True","True","True","True","True","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х120_POZD_WEB_K2-1_s1_et2,4_5.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х120_POZD_WEB_K2-1_s1_et2,4_5.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\007_POZD_WEB_K2-1_s1_et2,4_5_attempt1.json","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\007_POZD_WEB_K2-1_s1_et2,4_5_verify_attempt2.json","Независимая проверка AI/PNG/SHA-256 пройдена."
"002_026_20260727_164026","8","OK","Корпус 2.1/POZD_WEB_K2-1_s1_et2,6_4.ai","200","OK","true","1","1200","1200","600","600","true","824","0","1660","1660","10","10","true","true","true","true","true","True","1200","1200","True","850893","589107","True","True","True","True","True","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х200_POZD_WEB_K2-1_s1_et2,6_4.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х200_POZD_WEB_K2-1_s1_et2,6_4.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\008_POZD_WEB_K2-1_s1_et2,6_4_attempt1.json","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\008_POZD_WEB_K2-1_s1_et2,6_4_verify_attempt2.json","Независимая проверка AI/PNG/SHA-256 пройдена."
"002_026_20260727_164026","9","OK","Корпус 2.1/POZD_WEB_K2-1_s1_et2_1.ai","170","OK","true","1","1200","1200","600","600","true","1180","0","2394","2394","14","14","true","true","true","true","true","True","1200","1200","True","807387","632613","True","True","True","True","True","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s1_et2_1.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s1_et2_1.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\009_POZD_WEB_K2-1_s1_et2_1_attempt1.json","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\009_POZD_WEB_K2-1_s1_et2_1_verify_attempt2.json","Независимая проверка AI/PNG/SHA-256 пройдена."
"002_026_20260727_164026","10","OK","Корпус 2.1/POZD_WEB_K2-1_s1_et2_2.ai","170","OK","true","1","1200","1200","600","600","true","1208","0","2452","2452","14","14","true","true","true","true","true","True","1200","1200","True","807651","632349","True","True","True","True","True","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s1_et2_2.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s1_et2_2.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\010_POZD_WEB_K2-1_s1_et2_2_attempt1.json","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\010_POZD_WEB_K2-1_s1_et2_2_verify_attempt2.json","Независимая проверка AI/PNG/SHA-256 пройдена."
"002_026_20260727_164026","11","OK","Корпус 2.1/POZD_WEB_K2-1_s1_et2_6.ai","170","OK","true","1","1200","1200","600","600","true","1318","0","2672","2672","10","10","true","true","true","true","true","True","1200","1200","True","823420","616580","True","True","True","True","True","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s1_et2_6.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s1_et2_6.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\011_POZD_WEB_K2-1_s1_et2_6_attempt1.json","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\011_POZD_WEB_K2-1_s1_et2_6_verify_attempt2.json","Независимая проверка AI/PNG/SHA-256 пройдена."
