"batch_id","index","status","source_relpath","applied_scale_percent","illustrator_status","ruler_units_pixels","artboards","artboard_width","artboard_height","center_x","center_y","inside_artboard","stroke_count","stroke_mismatch_count","source_item_count","output_item_count","source_layer_count","output_layer_count","layer_signature_match","item_structure_match","item_state_match","color_space_match","names_match","pdf_compatible","png_width","png_height","png_has_alpha","png_transparent_pixels","png_nontransparent_pixels","png_corners_transparent","png_no_opaque_white_rectangle","source_hash_match","output_ai_hash_match","output_png_hash_match","output_ai","output_png","process_audit","verify_audit","comment"
"052_076_20260727_165209","52","OK","Корпус 2.1/POZD_WEB_K2-1_s2_et3,5_9.ai","170","OK","true","1","1200","1200","600","600","true","1372","0","2770","2770","10","10","true","true","true","true","true","True","1200","1200","True","693642","746358","True","True","True","True","True","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s2_et3,5_9.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s2_et3,5_9.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\052_POZD_WEB_K2-1_s2_et3,5_9_attempt1.json","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\052_POZD_WEB_K2-1_s2_et3,5_9_verify_attempt2.json","Независимая проверка AI/PNG/SHA-256 пройдена."
"052_076_20260727_165209","53","OK","Корпус 2.1/POZD_WEB_K2-1_s2_et4_2.ai","200","OK","true","1","1200","1200","600","600","true","860","0","1747","1747","14","14","true","true","true","true","true","True","1200","1200","True","829316","610684","True","True","True","True","True","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х200_POZD_WEB_K2-1_s2_et4_2.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х200_POZD_WEB_K2-1_s2_et4_2.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\053_POZD_WEB_K2-1_s2_et4_2_attempt1.json","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\053_POZD_WEB_K2-1_s2_et4_2_verify_attempt2.json","Независимая проверка AI/PNG/SHA-256 пройдена."
"052_076_20260727_165209","54","OK","Корпус 2.1/POZD_WEB_K2-1_s2_et4_3.ai","200","OK","true","1","1200","1200","600","600","true","917","0","1854","1854","13","13","true","true","true","true","true","True","1200","1200","True","743699","696301","True","True","True","True","True","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х200_POZD_WEB_K2-1_s2_et4_3.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х200_POZD_WEB_K2-1_s2_et4_3.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\054_POZD_WEB_K2-1_s2_et4_3_attempt1.json","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\054_POZD_WEB_K2-1_s2_et4_3_verify_attempt2.json","Независимая проверка AI/PNG/SHA-256 пройдена."
"052_076_20260727_165209","55","OK","Корпус 2.1/POZD_WEB_K2-1_s2_et4_5.ai","200","OK","true","1","1200","1200","600","600","true","867","0","1756","1756","13","13","true","true","true","true","true","True","1200","1200","True","835525","604475","True","True","True","True","True","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х200_POZD_WEB_K2-1_s2_et4_5.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х200_POZD_WEB_K2-1_s2_et4_5.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\055_POZD_WEB_K2-1_s2_et4_5_attempt1.json","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\055_POZD_WEB_K2-1_s2_et4_5_verify_attempt2.json","Независимая проверка AI/PNG/SHA-256 пройдена."
"052_076_20260727_165209","56","OK","Корпус 2.1/POZD_WEB_K2-1_s2_et4_6.ai","150","OK","true","1","1200","1200","600","600","true","1594","0","3227","3227","13","13","true","true","true","true","true","True","1200","1200","True","754445","685555","True","True","True","True","True","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х150_POZD_WEB_K2-1_s2_et4_6.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х150_POZD_WEB_K2-1_s2_et4_6.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\056_POZD_WEB_K2-1_s2_et4_6_attempt1.json","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\056_POZD_WEB_K2-1_s2_et4_6_verify_attempt2.json","Независимая проверка AI/PNG/SHA-256 пройдена."
"052_076_20260727_165209","57","OK","Корпус 2.1/POZD_WEB_K2-1_s2_et4_7.ai","170","OK","true","1","1200","1200","600","600","true","1165","0","2352","2352","13","13","true","true","true","true","true","True","1200","1200","True","838925","601075","True","True","True","True","True","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s2_et4_7.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s2_et4_7.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\057_POZD_WEB_K2-1_s2_et4_7_attempt1.json","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\057_POZD_WEB_K2-1_s2_et4_7_verify_attempt2.json","Независимая проверка AI/PNG/SHA-256 пройдена."
"052_076_20260727_165209","58","OK","Корпус 2.1/POZD_WEB_K2-1_s2_et4_9.ai","170","OK","true","1","1200","1200","600","600","true","1418","0","2863","2863","14","14","true","true","true","true","true","True","1200","1200","True","680295","759705","True","True","True","True","True","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s2_et4_9.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s2_et4_9.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\058_POZD_WEB_K2-1_s2_et4_9_attempt1.json","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\058_POZD_WEB_K2-1_s2_et4_9_verify_attempt2.json","Независимая проверка AI/PNG/SHA-256 пройдена."
"052_076_20260727_165209","59","OK","Корпус 2.1/POZD_WEB_K2-1_s2_et6_1.ai","170","OK","true","1","1200","1200","600","600","true","1216","0","2467","2467","13","13","true","true","true","true","true","True","1200","1200","True","824853","615147","True","True","True","True","True","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s2_et6_1.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s2_et6_1.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\059_POZD_WEB_K2-1_s2_et6_1_attempt1.json","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\059_POZD_WEB_K2-1_s2_et6_1_verify_attempt2.json","Независимая проверка AI/PNG/SHA-256 пройдена."
"052_076_20260727_165209","60","OK","Корпус 2.1/POZD_WEB_K2-1_s2_et6_4.ai","200","OK","true","1","1200","1200","600","600","true","880","0","1775","1775","13","13","true","true","true","true","true","True","1200","1200","True","832079","607921","True","True","True","True","True","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х200_POZD_WEB_K2-1_s2_et6_4.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х200_POZD_WEB_K2-1_s2_et6_4.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\060_POZD_WEB_K2-1_s2_et6_4_attempt1.json","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\060_POZD_WEB_K2-1_s2_et6_4_verify_attempt2.json","Независимая проверка AI/PNG/SHA-256 пройдена."
"052_076_20260727_165209","61","OK","Корпус 2.1/POZD_WEB_K2-1_s2_et6_6.ai","150","OK","true","1","1200","1200","600","600","true","1606","0","3251","3251","14","14","true","true","true","true","true","True","1200","1200","True","753515","686485","True","True","True","True","True","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х150_POZD_WEB_K2-1_s2_et6_6.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х150_POZD_WEB_K2-1_s2_et6_6.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\061_POZD_WEB_K2-1_s2_et6_6_attempt1.json","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\061_POZD_WEB_K2-1_s2_et6_6_verify_attempt2.json","Независимая проверка AI/PNG/SHA-256 пройдена."
