"index","corpus","source_relpath","status","width","height","s_raw","scale_percent","page_items","root_items","top_layers","total_layers","nested_layers","empty_layers","duplicate_sibling_names","max_layer_depth","error"
"157","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s6_et1_1.ai","OK","500.267936","568.496061","1.653427417","170","2160","1047","10","10","0","0","0","0",""
"158","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s6_et1_2.ai","OK","573.598397","511.113147","1.628499795","170","2643","1281","10","10","0","0","0","0",""
"159","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s6_et1_3.ai","OK","507.267726","520.182087","1.716539835","170","2371","1147","10","10","0","0","0","0",""
"160","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s6_et1_4.ai","OK","460.087599","392.181092","2.075805266","200","1794","865","10","10","0","0","0","0",""
"161","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s6_et1_5.ai","OK","460.087599","324.149595","2.283269595","200","1593","776","10","10","0","0","0","0",""
"162","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s6_et1_6.ai","OK","888.244095","668.275602","1.144474792","110","8960","4401","16","16","0","0","0","0",""
"163","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s6_et2,6_2.ai","OK","573.700433","514.512795","1.622966368","170","2698","1311","10","10","0","0","0","0",""
"164","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s6_et2,6_3.ai","OK","507.267704","548.120079","1.672221244","170","2334","1128","11","11","0","0","0","0",""
"165","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s6_et2_1.ai","OK","635.835622","885.409449","1.175183527","120","4388","2138","10","10","0","0","0","0",""
"166","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s6_et2_4.ai","OK","488.025591","392.181105","2.015512834","200","1795","864","11","11","0","0","0","0",""
"167","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s6_et2_5.ai","OK","460.087599","324.660437","2.281472564","200","1626","789","10","10","0","0","0","0",""
"168","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s6_et2_6.ai","OK","916.182087","557.72444","1.167890112","120","4714","2291","11","11","0","0","0","0",""
"169","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s6_et3,5_1.ai","OK","635.591001","885.409456","1.175409648","120","4424","2154","10","10","0","0","0","0",""
"170","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s6_et3,5_2.ai","OK","573.598409","515.199331","1.622028888","170","2669","1291","10","10","0","0","0","0",""
"171","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s6_et3,5_3.ai","OK","507.267748","520.182087","1.716539798","170","2356","1137","10","10","0","0","0","0",""
"172","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s6_et3,5_4.ai","OK","460.087599","392.181096","2.075805255","200","1787","860","10","10","0","0","0","0",""
"173","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s6_et3,5_5.ai","OK","460.087599","324.149616","2.283269521","200","1612","784","10","10","0","0","0","0",""
"174","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s6_et3_6.ai","OK","913.347441","557.724411","1.171514751","120","4708","2287","11","11","0","0","0","0",""
"175","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s6_et4_1.ai","OK","636.290477","913.063977","1.156836233","120","4526","2203","12","12","0","0","0","0",""
"176","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s6_et4_2.ai","OK","573.598443","548.120079","1.572564115","150","2646","1284","11","11","0","0","0","0",""
"177","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s6_et4_3.ai","OK","507.26774","520.182087","1.716539812","170","2356","1137","10","10","0","0","0","0",""
"178","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s6_et4_4.ai","OK","460.087599","392.18111","2.075805218","200","1781","857","10","10","0","0","0","0",""
"179","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s6_et4_5.ai","OK","488.025591","324.149614","2.192507974","200","1629","793","11","11","0","0","0","0",""
"180","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s6_et4_6.ai","OK","888.244095","557.724404","1.204623826","120","4673","2271","10","10","0","0","0","0",""
"181","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s6_et5_6.ai","OK","888.244095","557.724432","1.204623826","120","4682","2275","10","10","0","0","0","0",""
"182","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s6_et6_1.ai","OK","636.404017","913.347441","1.15655352","120","4491","2188","11","11","0","0","0","0",""
"183","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s6_et6_6.ai","OK","941.285433","557.7244","1.136743396","110","4767","2317","16","16","0","0","0","0",""
"184","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s7_et1,4_1.ai","OK","533.913379","435.142717","1.829358984","170","1883","907","10","10","0","0","0","0",""
"185","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s7_et1_2.ai","OK","509.535433","634.543249","1.550716435","150","2321","1123","10","10","0","0","0","0",""
"186","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s7_et1_3.ai","OK","478.921255","448.874019","1.901760875","200","1841","890","11","11","0","0","0","0",""
"187","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s7_et1_4.ai","OK","451.425198","485.03248","1.884394766","200","1771","857","11","11","0","0","0","0",""
"188","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s7_et1_5.ai","OK","573.598411","524.84252","1.607058636","170","2636","1280","11","11","0","0","0","0",""
"189","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s7_et2,5_2.ai","OK","509.535433","448.874025","1.843744621","170","1891","910","10","10","0","0","0","0",""
"190","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s7_et2,6_4.ai","OK","573.598409","512.970473","1.625548928","170","2515","1220","11","11","0","0","0","0",""
"191","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s7_et2_1.ai","OK","533.663386","463.080709","1.773732609","170","1910","921","11","11","0","0","0","0",""
"192","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s7_et2_3.ai","OK","509.5968","448.890347","1.843600085","170","2380","1150","9","9","0","0","0","0",""
"193","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s7_et2_5.ai","OK","573.598425","513.310687","1.625010123","170","2680","1299","13","13","0","0","0","0",""
"194","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s7_et2_6.ai","OK","573.598409","936.308072","1.14278626","110","3328","1613","11","11","0","0","0","0",""
"195","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s7_et3,5_1.ai","OK","533.913359","435.142717","1.829359018","170","1895","912","10","10","0","0","0","0",""
"196","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s7_et3,5_3.ai","OK","509.5968","448.890347","1.843600085","170","2436","1174","10","10","0","0","0","0",""
"197","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s7_et3,5_4.ai","OK","573.598433","485.03248","1.671709497","170","2477","1201","10","10","0","0","0","0",""
"198","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s7_et3,5_5.ai","OK","573.598398","485.03248","1.671709548","170","2608","1264","10","10","0","0","0","0",""
"199","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s7_et3,5_6.ai","OK","573.843006","885.409426","1.208480471","120","3433","1665","11","11","0","0","0","0",""
"200","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s7_et3,6_2.ai","OK","509.535433","448.874011","1.84374465","170","1903","915","10","10","0","0","0","0",""
"201","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s7_et4_2.ai","OK","509.535433","476.811957","1.788913885","170","1949","939","11","11","0","0","0","0",""
"202","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s7_et4_3.ai","OK","510.111293","476.828642","1.787872574","170","2448","1183","11","11","0","0","0","0",""
"203","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s7_et4_4.ai","OK","573.598409","485.03248","1.671709532","170","2454","1191","10","10","0","0","0","0",""
"204","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s7_et4_5.ai","OK","573.598398","512.970473","1.625548944","170","2595","1259","11","11","0","0","0","0",""
"205","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s7_et4_6.ai","OK","573.598444","885.409449","1.208480439","120","3387","1645","11","11","0","0","0","0",""
"206","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s7_et6_1.ai","OK","533.913406","463.080709","1.77331726","170","1918","925","11","11","0","0","0","0",""
"207","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s7_et6_3.ai","OK","509.541888","448.890679","1.843698741","170","2408","1161","10","10","0","0","0","0",""
"208","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s7_et6_5.ai","OK","573.598433","513.310687","1.625010111","170","2675","1296","13","13","0","0","0","0",""
"209","Корпус 2.2","Корпус 2.2/POZD_WEB_K2-2_s7_et6_6.ai","OK","573.59842","913.347473","1.17151471","120","3397","1647","12","12","0","0","0","0",""
"210","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s10_et1_1.ai","OK","573.598423","471.426181","1.695662344","170","2579","1249","10","10","0","0","0","0",""
"211","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s10_et1_2.ai","OK","579.834646","689.818888","1.394217653","150","3437","1669","10","10","0","0","0","0",""
"212","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s10_et1_3.ai","OK","983.204725","444.055118","1.088277927","110","4317","2104","14","14","0","0","0","0",""
"213","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s10_et2,6_1.ai","OK","491.143692","448.624016","1.878471689","200","2006","976","11","11","0","0","0","0",""
"214","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s10_et2,6_2.ai","OK","301.347441","516.497048","2.071647852","200","1389","675","11","11","0","0","0","0",""
"215","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s10_et2_3.ai","OK","573.598413","499.446944","1.647409432","170","2491","1215","11","11","0","0","0","0",""
"216","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s10_et2_4.ai","OK","573.598435","499.446944","1.647409401","170","2546","1234","11","11","0","0","0","0",""
"217","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s10_et2_5.ai","OK","607.20571","779.905907","1.281330519","120","3538","1722","13","13","0","0","0","0",""
"218","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s10_et2_6.ai","OK","913.347439","444.055132","1.171514754","120","2981","1446","11","11","0","0","0","0",""
"219","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s10_et3,5_1.ai","OK","492.527562","448.749016","1.875569556","200","2032","989","10","10","0","0","0","0",""
"220","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s10_et3,5_2.ai","OK","301.347441","488.559056","2.190113942","200","1381","670","10","10","0","0","0","0",""
"221","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s10_et3,5_4.ai","OK","573.598451","471.426181","1.695662302","170","2527","1224","10","10","0","0","0","0",""
"222","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s10_et3,5_6.ai","OK","885.409449","444.055123","1.208480439","120","2927","1420","10","10","0","0","0","0",""
"223","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s10_et3_3.ai","OK","573.598454","471.426181","1.695662298","170","2420","1181","10","10","0","0","0","0",""
"224","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s10_et4_1.ai","OK","499.897639","476.687008","1.806312962","170","2062","1005","11","11","0","0","0","0",""
"225","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s10_et4_2.ai","OK","301.347441","488.559056","2.190113942","200","1381","670","10","10","0","0","0","0",""
"226","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s10_et4_3.ai","OK","573.598457","471.426181","1.695662293","170","2420","1181","10","10","0","0","0","0",""
"227","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s10_et4_4.ai","OK","573.598457","499.364173","1.647545895","170","2701","1308","12","12","0","0","0","0",""
"228","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s10_et4_5.ai","OK","607.205711","717.756919","1.335652807","120","3451","1676","11","11","0","0","0","0",""
"229","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s10_et4_6.ai","OK","885.409449","443.204709","1.208480439","120","2905","1410","10","10","0","0","0","0",""
"230","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s10_et6_3.ai","OK","573.598443","499.446944","1.647409389","170","2450","1196","11","11","0","0","0","0",""
"231","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s10_et6_4.ai","OK","573.598443","499.446944","1.647409389","170","2550","1236","11","11","0","0","0","0",""
"232","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s10_et6_5.ai","OK","357.31496","471.426181","2.148412894","200","1747","851","10","10","0","0","0","0",""
"233","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s10_et6_6.ai","OK","913.347441","1069.661437","0.892090719","100","7729","3786","16","16","0","0","0","0",""
"234","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s11_et1_4.ai","OK","647.971239","392.181098","1.65130786","170","3529","1718","14","14","0","0","0","0",""
"235","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s11_et1_5.ai","OK","585.767481","403.519678","1.813657226","170","3343","1631","15","15","0","0","0","0",""
"236","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s11_et1_6.ai","OK","523.530277","392.18109","1.945969247","200","4017","1967","14","14","0","0","0","0",""
"237","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s11_et1_7.ai","OK","981.787402","601.944907","1.089848981","110","5998","2922","14","14","0","0","0","0",""
"238","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s11_et2,4_2.ai","OK","423.64569","403.519683","2.13263455","200","1658","804","10","10","0","0","0","0",""
"239","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s11_et2,6_1.ai","OK","913.347441","573.598415","1.171514751","120","4063","1984","12","12","0","0","0","0",""
"240","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s11_et2,6_4.ai","OK","913.347441","602.511826","1.171514751","120","4277","2082","11","11","0","0","0","0",""
"241","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s11_et2_3.ai","OK","422.795276","392.181104","2.165418303","200","1788","866","10","10","0","0","0","0",""
"242","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s11_et3,5_1.ai","OK","885.409451","573.598432","1.208480437","120","4008","1958","11","11","0","0","0","0",""
"243","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s11_et3,5_2.ai","OK","423.24884","403.519672","2.133634154","200","1674","810","10","10","0","0","0","0",""
"244","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s11_et3,5_3.ai","OK","422.795276","391.198002","2.168137504","200","1779","863","10","10","0","0","0","0",""
"245","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s11_et3,5_4.ai","OK","885.409449","601.944859","1.207813189","120","4245","2066","10","10","0","0","0","0",""
"246","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s11_et4_1.ai","OK","941.285433","573.598411","1.136743396","110","4070","1989","12","12","0","0","0","0",""
"247","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s11_et4_3.ai","OK","450.733268","392.181112","2.097234798","200","1818","881","11","11","0","0","0","0",""
"248","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s11_et4_4.ai","OK","913.347441","601.944886","1.171514751","120","4267","2077","11","11","0","0","0","0",""
"249","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s11_et6_2.ai","OK","450.733239","403.519687","2.067559621","200","1688","818","11","11","0","0","0","0",""
"250","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s11_et6_3.ai","OK","422.795246","391.047246","2.168555469","200","1770","857","10","10","0","0","0","0",""
"251","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s12_et1,4_2.ai","OK","582.827757","409.738809","1.804373894","170","3450","1680","14","14","0","0","0","0",""
"252","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s12_et1_1.ai","OK","982.395023","415.510637","1.089174899","110","4390","2139","16","16","0","0","0","0",""
"253","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s12_et1_2.ai","OK","582.827757","409.188976","1.805585769","170","3434","1671","14","14","0","0","0","0",""
"254","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s12_et1_3.ai","OK","584.245079","633.099363","1.449828822","150","4410","2155","15","15","0","1","0","0",""
"255","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s12_et2_1.ai","OK","885.409449","414.858274","1.208480439","120","2871","1392","11","11","0","0","0","0",""
"256","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s12_et2_3.ai","OK","485.03248","392.181118","2.02172205","200","1577","762","10","10","0","0","0","0",""
"257","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s12_et2_4.ai","OK","913.347441","579.267743","1.171514751","120","4191","2044","12","12","0","0","0","0",""
"258","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s12_et3,5_1.ai","OK","885.409476","414.858274","1.208480403","120","2878","1395","11","11","0","0","0","0",""
"259","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s12_et3,5_2.ai","OK","485.03248","409.188973","1.979259905","200","1758","851","10","10","0","0","0","0",""
"260","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s12_et3,5_3.ai","OK","485.03248","392.192547","2.021692592","200","1579","763","10","10","0","0","0","0",""
"261","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s12_et3_4.ai","OK","885.409449","579.26772","1.208480439","120","4202","2047","11","11","0","0","0","0",""
"262","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s12_et4_1.ai","OK","941.285433","414.85827","1.136743396","110","2943","1427","12","12","0","0","0","0",""
"263","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s12_et4_3.ai","OK","512.970473","392.181103","1.965896653","200","1607","777","11","11","0","0","0","0",""
"264","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s12_et4_4.ai","OK","885.409449","579.267737","1.208480439","120","4167","2035","11","11","0","0","0","0",""
"265","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s12_et5_4.ai","OK","885.409449","579.26775","1.208480439","120","4204","2049","11","11","0","0","0","0",""
"266","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s12_et6_1.ai","OK","987.331693","587.771647","1.083729012","110","7699","3769","15","15","0","0","0","0",""
"267","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s12_et6_2.ai","OK","512.970473","409.188985","1.924606942","200","1790","867","11","11","0","0","0","0",""
"268","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s12_et6_3.ai","OK","485.03248","392.181107","2.021722078","200","1626","784","10","10","0","0","0","0",""
"269","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s12_et6_4.ai","OK","941.285433","579.267737","1.136743396","110","4198","2050","11","11","0","0","0","0",""
"270","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et1,3,5_9.ai","OK","448.874006","585.019227","1.720691054","170","3779","1850","14","14","0","0","0","0",""
"271","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et1,5_8.ai","OK","387.929142","408.055118","2.216228734","200","1637","796","10","10","0","0","0","0",""
"272","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et1,6_6.ai","OK","596.275591","517.188976","1.587822872","150","3084","1492","10","10","0","0","0","0",""
"273","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et1_2.ai","OK","600.509506","431.867447","1.731470198","170","3275","1602","14","14","0","0","0","0",""
"274","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et1_3.ai","OK","460.087599","667.141728","1.591552182","150","2801","1358","10","10","0","0","0","0",""
"275","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et1_5.ai","OK","460.087599","392.18109","2.075805271","200","1699","825","10","10","0","0","0","0",""
"276","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et1_6.ai","OK","596.275591","516.905511","1.588258184","150","3066","1483","10","10","0","0","0","0",""
"277","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et1_7.ai","OK","392.181102","470.292323","2.053160606","200","1809","876","10","10","0","0","0","0",""
"278","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et1_9.ai","OK","448.874016","584.452251","1.721525452","170","3768","1845","14","14","0","0","0","0",""
"279","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et2,4_4.ai","OK","885.284449","443.079725","1.208651074","120","3362","1640","11","11","0","0","0","0",""
"280","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et2,5_2.ai","OK","460.087599","392.181116","2.075805202","200","1625","789","10","10","0","0","0","0",""
"281","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et2,6_1.ai","OK","460.087599","410.32283","2.029397375","200","1748","850","10","10","0","0","0","0",""
"282","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et2,6_6.ai","OK","460.087599","579.267717","1.708009462","170","2560","1248","10","10","0","0","0","0",""
"283","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et2_11.ai","OK","448.874021","517.630876","1.829270272","170","2087","1016","11","11","0","0","0","0",""
"284","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et2_3.ai","OK","460.087599","392.181096","2.075805255","200","1627","791","10","10","0","0","0","0",""
"285","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et2_5.ai","OK","488.025591","630.29132","1.589857638","150","2622","1276","11","11","0","0","0","0",""
"286","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et2_7.ai","OK","488.025591","392.181092","2.015512867","200","1665","809","11","11","0","0","0","0",""
"287","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et2_8.ai","OK","596.275591","516.905511","1.588258184","150","3034","1470","10","10","0","0","0","0",""
"288","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et2_9.ai","OK","392.181116","498.230315","1.994765211","200","1800","875","11","11","0","0","0","0",""
"289","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et3,5_1.ai","OK","460.087599","409.755899","2.030800809","200","1734","843","10","10","0","0","0","0",""
"290","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et3,5_3.ai","OK","460.087599","392.181089","2.075805274","200","1627","791","10","10","0","0","0","0",""
"291","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et3,5_4.ai","OK","885.409449","443.079725","1.208480439","120","3452","1683","11","11","0","0","0","0",""
"292","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et3,5_5.ai","OK","460.087599","630.291339","1.637416888","170","2622","1275","10","10","0","0","0","0",""
"293","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et3,5_6.ai","OK","460.087599","579.26773","1.708009443","170","2569","1252","10","10","0","0","0","0",""
"294","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et3_7.ai","OK","460.087599","392.181091","2.075805268","200","1635","794","10","10","0","0","0","0",""
"295","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et3_8.ai","OK","624.213584","544.843503","1.511985767","150","3167","1540","13","13","0","0","0","0",""
"296","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et4_1.ai","OK","489.159449","410.322837","1.968167839","200","1776","864","11","11","0","0","0","0",""
"297","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et4_11.ai","OK","448.874024","489.692896","1.880728302","200","2076","1010","10","10","0","0","0","0",""
"298","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et4_2.ai","OK","459.962599","391.931108","2.076749294","200","1590","774","10","10","0","0","0","0",""
"299","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et4_3.ai","OK","489.159449","392.181112","2.013175509","200","1659","807","11","11","0","0","0","0",""
"300","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et4_5.ai","OK","488.025591","630.291339","1.589857614","150","2612","1271","11","11","0","0","0","0",""
"301","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et4_6.ai","OK","488.025591","579.267686","1.658399849","170","2619","1276","11","11","0","0","0","0",""
"302","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et4_7.ai","OK","460.087599","392.181114","2.075805208","200","1658","804","10","10","0","0","0","0",""
"303","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et4_8.ai","OK","624.213584","544.843506","1.511985762","150","3101","1502","11","11","0","0","0","0",""
"304","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et4_9.ai","OK","392.181096","470.292323","2.053160622","200","1777","863","10","10","0","0","0","0",""
"305","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et5_5.ai","OK","460.087599","630.291336","1.637416892","170","2592","1260","10","10","0","0","0","0",""
"306","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et5_7.ai","OK","460.087599","392.181108","2.075805223","200","1626","790","10","10","0","0","0","0",""
"307","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et6_3.ai","OK","489.159449","760.68504","1.406626848","150","3740","1820","14","14","0","0","0","0",""
"308","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et6_5.ai","OK","460.087599","579.26771","1.708009472","170","2583","1256","10","10","0","0","0","0",""
"309","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et6_7.ai","OK","777.101029","498.230315","1.376912345","150","4729","2316","18","18","0","0","0","0",""
"310","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s13_et6_9.ai","OK","448.874014","517.630894","1.829270255","170","2100","1024","11","11","0","0","0","0",""
"311","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s14_et1,3,5_2.ai","OK","573.087604","524.842519","1.607774684","170","2619","1269","10","10","0","0","0","0",""
"312","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s14_et1,3,5_3.ai","OK","383.960622","482.197835","2.04924662","200","1654","801","10","10","0","0","0","0",""
"313","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s14_et1_1.ai","OK","573.087586","568.426134","1.544908206","150","4308","2109","14","14","0","0","0","0",""
"314","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s14_et2,6_1.ai","OK","573.598415","474.952774","1.689355357","170","2570","1248","10","10","0","0","0","0",""
"315","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s14_et2,6_2.ai","OK","573.598457","554.481302","1.563517544","150","2552","1237","11","11","0","0","0","0",""
"316","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s14_et2,6_3.ai","OK","383.960619","485.03248","2.043249712","200","1700","826","11","11","0","0","0","0",""
"317","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s14_et2_4.ai","OK","425.91338","512.970473","1.886441636","200","1837","887","11","11","0","0","0","0",""
