"batch_id","index","status","source_relpath","source_ai","visible_left","visible_top","visible_right","visible_bottom","visible_width","visible_height","page_items","root_items","top_layers","total_layers","nested_layers","empty_layers","duplicate_sibling_names","max_layer_depth","hidden_layers","locked_layers","comment"
"361_370_20260727_115254","361","OK","Корпус 2.3/POZD_WEB_K2-3_s8_et4_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s8_et4_1.ai","736.838583","857.062981","1183.036417","223.937019","446.197835","633.125962","2596","1260","11","11","0","0","0","0","0","1","Read-only preflight completed."
"361_370_20260727_115254","362","OK","Корпус 2.3/POZD_WEB_K2-3_s8_et4_10.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s8_et4_10.ai","684.539382","783.07874","1235.460618","298.04626","550.921237","485.03248","2571","1248","10","10","0","0","0","0","0","0","Read-only preflight completed."
"361_370_20260727_115254","363","OK","Корпус 2.3/POZD_WEB_K2-3_s8_et4_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s8_et4_3.ai","711.826771","922.118111","1209.048229","159.006889","497.221457","763.111222","3270","1589","11","11","0","0","0","0","0","10","Read-only preflight completed."
"361_370_20260727_115254","364","OK","Корпус 2.3/POZD_WEB_K2-3_s8_et4_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s8_et4_4.ai","718.555118","908.086614","1201.319882","172.913386","482.764764","735.173229","3224","1560","10","10","0","0","0","0","0","0","Read-only preflight completed."
"361_370_20260727_115254","365","OK","Корпус 2.3/POZD_WEB_K2-3_s8_et4_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s8_et4_5.ai","704.014792","733.255901","1216.985208","346.744099","512.970416","386.511803","1817","878","11","11","0","0","0","0","0","10","Read-only preflight completed."
"361_370_20260727_115254","366","OK","Корпус 2.3/POZD_WEB_K2-3_s8_et4_7.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s8_et4_7.ai","704.014792","716.464561","1216.985208","364.535439","512.970416","351.929122","1411","684","11","11","0","0","0","0","0","10","Read-only preflight completed."
"361_370_20260727_115254","367","OK","Корпус 2.3/POZD_WEB_K2-3_s8_et4_8.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s8_et4_8.ai","760.507874","725.251967","1159.492126","355.748033","398.984252","369.503934","1508","734","10","10","0","0","0","0","0","0","Read-only preflight completed."
"361_370_20260727_115254","368","OK","Корпус 2.3/POZD_WEB_K2-3_s8_et4_9.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s8_et4_9.ai","608.69586","807.189969","1311.42914","273.685031","702.733279","533.504938","3055","1484","11","11","0","0","0","0","0","1","Read-only preflight completed."
"361_370_20260727_115254","369","OK","Корпус 2.3/POZD_WEB_K2-3_s9_et2,4_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s9_et2,4_3.ai","755.905511","782.95374","1165.094489","297.92126","409.188978","485.03248","1759","856","10","10","0","0","0","0","0","0","Read-only preflight completed."
"361_370_20260727_115254","370","OK","Корпус 2.3/POZD_WEB_K2-3_s9_et2,6_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s9_et2,6_1.ai","673.70078","777.476375","1247.29922","302.523625","573.598441","474.95275","2557","1240","10","10","0","0","0","0","0","0","Read-only preflight completed."
