"batch_id","index","status","source_relpath","source_ai","visible_left","visible_top","visible_right","visible_bottom","visible_width","visible_height","page_items","root_items","top_layers","total_layers","nested_layers","empty_layers","duplicate_sibling_names","max_layer_depth","hidden_layers","locked_layers","comment"
"231_240_20260727_114927","231","OK","Корпус 2.3/POZD_WEB_K2-3_s10_et6_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s10_et6_4.ai","673.700779","790.223472","1247.299221","290.776528","573.598443","499.446944","2550","1236","11","11","0","0","0","0","0","10","Read-only preflight completed."
"231_240_20260727_114927","232","OK","Корпус 2.3/POZD_WEB_K2-3_s10_et6_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s10_et6_5.ai","781.84252","776.275591","1139.15748","304.849409","357.31496","471.426181","1747","851","10","10","0","0","0","0","0","0","Read-only preflight completed."
"231_240_20260727_114927","233","OK","Корпус 2.3/POZD_WEB_K2-3_s10_et6_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s10_et6_6.ai","503.763779","1075.330719","1417.111221","5.669281","913.347441","1069.661437","7729","3786","16","16","0","0","0","0","0","15","Read-only preflight completed."
"231_240_20260727_114927","234","OK","Корпус 2.3/POZD_WEB_K2-3_s11_et1_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et1_4.ai","636.51438","736.088039","1284.48562","343.906941","647.971239","392.181098","3529","1718","14","14","0","0","0","0","0","13","Read-only preflight completed."
"231_240_20260727_114927","235","OK","Корпус 2.3/POZD_WEB_K2-3_s11_et1_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et1_5.ai","667.553759","742.262701","1253.321241","338.743022","585.767481","403.519678","3343","1631","15","15","0","0","0","0","0","14","Read-only preflight completed."
"231_240_20260727_114927","236","OK","Корпус 2.3/POZD_WEB_K2-3_s11_et1_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et1_6.ai","698.734862","736.088793","1222.265138","343.907703","523.530277","392.18109","4017","1967","14","14","0","0","0","0","0","13","Read-only preflight completed."
"231_240_20260727_114927","237","OK","Корпус 2.3/POZD_WEB_K2-3_s11_et1_7.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et1_7.ai","469.606299","841.471017","1451.393701","239.52611","981.787402","601.944907","5998","2922","14","14","0","0","0","0","0","13","Read-only preflight completed."
"231_240_20260727_114927","238","OK","Корпус 2.3/POZD_WEB_K2-3_s11_et2,4_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et2,4_2.ai","748.677155","742.259842","1172.322845","338.740158","423.64569","403.519683","1658","804","10","10","0","0","0","0","0","0","Read-only preflight completed."
"231_240_20260727_114927","239","OK","Корпус 2.3/POZD_WEB_K2-3_s11_et2,6_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et2,6_1.ai","503.763779","827.299208","1417.111221","253.700792","913.347441","573.598415","4063","1984","12","12","0","0","0","0","0","0","Read-only preflight completed."
"231_240_20260727_114927","240","OK","Корпус 2.3/POZD_WEB_K2-3_s11_et2,6_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et2,6_4.ai","503.888779","841.255913","1417.236221","238.744087","913.347441","602.511826","4277","2082","11","11","0","0","0","0","0","1","Read-only preflight completed."
