"batch_id","index","status","source_relpath","source_ai","visible_left","visible_top","visible_right","visible_bottom","visible_width","visible_height","page_items","root_items","top_layers","total_layers","nested_layers","empty_layers","duplicate_sibling_names","max_layer_depth","hidden_layers","locked_layers","comment"
"301_310_20260727_115126","301","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et4_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et4_6.ai","715.987205","830.133843","1204.012795","250.866157","488.025591","579.267686","2619","1276","11","11","0","0","0","0","0","10","Read-only preflight completed."
"301_310_20260727_115126","302","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et4_7.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et4_7.ai","730.018701","736.090557","1190.106299","343.909443","460.087599","392.181114","1658","804","10","10","0","0","0","0","0","0","Read-only preflight completed."
"301_310_20260727_115126","303","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et4_8.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et4_8.ai","647.830708","812.484253","1272.044292","267.640747","624.213584","544.843506","3101","1502","11","11","0","0","0","0","0","10","Read-only preflight completed."
"301_310_20260727_115126","304","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et4_9.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et4_9.ai","763.909452","775.083661","1156.090548","304.791339","392.181096","470.292323","1777","863","10","10","0","0","0","0","0","0","Read-only preflight completed."
"301_310_20260727_115126","305","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et5_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et5_5.ai","730.018701","855.145668","1190.106299","224.854332","460.087599","630.291336","2592","1260","10","10","0","0","0","0","0","0","Read-only preflight completed."
"301_310_20260727_115126","306","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et5_7.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et5_7.ai","730.018701","736.090554","1190.106299","343.909446","460.087599","392.181108","1626","790","10","10","0","0","0","0","0","0","Read-only preflight completed."
"301_310_20260727_115126","307","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et6_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et6_3.ai","715.920275","920.34252","1205.079725","159.65748","489.159449","760.68504","3740","1820","14","14","0","0","0","0","0","13","Read-only preflight completed."
"301_310_20260727_115126","308","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et6_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et6_5.ai","730.018701","830.133855","1190.106299","250.866145","460.087599","579.26771","2583","1256","10","10","0","0","0","0","0","0","Read-only preflight completed."
"301_310_20260727_115126","309","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et6_7.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et6_7.ai","471.940945","789.115158","1249.041974","290.884842","777.101029","498.230315","4729","2316","18","18","0","0","0","0","0","17","Read-only preflight completed."
"301_310_20260727_115126","310","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et6_9.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et6_9.ai","735.562993","799.252947","1184.437007","281.622053","448.874014","517.630894","2100","1024","11","11","0","0","0","0","0","10","Read-only preflight completed."
