"batch_id","index","status","source_relpath","source_ai","visible_left","visible_top","visible_right","visible_bottom","visible_width","visible_height","page_items","root_items","top_layers","total_layers","nested_layers","empty_layers","duplicate_sibling_names","max_layer_depth","hidden_layers","locked_layers","comment"
"001_010_20260727_114315","1","OK","Корпус 2.1/POZD_WEB_K2-1_s1_et1_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s1_et1_2.ai","190.893701","556.452756","650.981299","39.547244","460.087599","516.905512","2411","1166","11","11","0","0","0","0","0","0","Read-only preflight completed."
"001_010_20260727_114315","2","OK","Корпус 2.1/POZD_WEB_K2-1_s1_et1_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s1_et1_3.ai","190.893701","491.255898","650.981299","104.744102","460.087599","386.511797","1676","814","11","11","0","0","0","0","0","0","Read-only preflight completed."
"001_010_20260727_114315","3","OK","Корпус 2.1/POZD_WEB_K2-1_s1_et1_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s1_et1_4.ai","190.982198","494.307084","651.892801","102.692916","460.910603","391.614168","1666","813","11","11","0","0","0","0","0","0","Read-only preflight completed."
"001_010_20260727_114315","4","OK","Корпус 2.1/POZD_WEB_K2-1_s1_et1_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s1_et1_5.ai","-72.219311","525.260245","915.094311","70.841938","987.313623","454.418307","4689","2287","16","16","0","0","0","0","0","0","Read-only preflight completed."
"001_010_20260727_114315","5","OK","Корпус 2.1/POZD_WEB_K2-1_s1_et1_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s1_et1_6.ai","171.560216","495.148542","671.314784","108.635125","499.754567","386.513417","3253","1596","15","15","0","0","0","0","0","0","Read-only preflight completed."
"001_010_20260727_114315","6","OK","Корпус 2.1/POZD_WEB_K2-1_s1_et2,4_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s1_et2,4_3.ai","190.893701","585.299215","650.981299","11.700785","460.087599","573.598431","2454","1191","10","10","0","0","0","0","0","0","Read-only preflight completed."
"001_010_20260727_114315","7","OK","Корпус 2.1/POZD_WEB_K2-1_s1_et2,4_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s1_et2,4_5.ai","-21.204725","525.271654","864.204725","70.853346","885.409449","454.418307","3534","1723","10","10","0","0","0","0","0","0","Read-only preflight completed."
"001_010_20260727_114315","8","OK","Корпус 2.1/POZD_WEB_K2-1_s1_et2,6_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s1_et2,6_4.ai","190.893701","494.090551","650.981299","101.909449","460.087599","392.181102","1660","805","10","10","0","0","0","0","0","0","Read-only preflight completed."
"001_010_20260727_114315","9","OK","Корпус 2.1/POZD_WEB_K2-1_s1_et2_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s1_et2_1.ai","196.562991","570.484252","645.437009","25.640748","448.874018","544.843504","2394","1160","14","14","0","0","0","0","0","0","Read-only preflight completed."
"001_010_20260727_114315","10","OK","Корпус 2.1/POZD_WEB_K2-1_s1_et2_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s1_et2_2.ai","176.987205","556.452756","665.012795","39.547244","488.025591","516.905513","2452","1185","14","14","0","0","0","0","0","0","Read-only preflight completed."
