"batch_id","index","status","source_relpath","source_ai","visible_left","visible_top","visible_right","visible_bottom","visible_width","visible_height","page_items","root_items","top_layers","total_layers","nested_layers","empty_layers","duplicate_sibling_names","max_layer_depth","hidden_layers","locked_layers","comment"
"311_320_20260727_115142","311","OK","Корпус 2.3/POZD_WEB_K2-3_s14_et1,3,5_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s14_et1,3,5_2.ai","673.95572","802.42126","1247.043324","277.57874","573.087604","524.842519","2619","1269","10","10","0","0","0","0","0","0","Read-only preflight completed."
"311_320_20260727_115142","312","OK","Корпус 2.3/POZD_WEB_K2-3_s14_et1,3,5_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s14_et1,3,5_3.ai","768.519689","781.036417","1152.480311","298.838583","383.960622","482.197835","1654","801","10","10","0","0","0","0","0","0","Read-only preflight completed."
"311_320_20260727_115142","313","OK","Корпус 2.3/POZD_WEB_K2-3_s14_et1_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s14_et1_1.ai","673.979982","824.974114","1247.067568","256.54798","573.087586","568.426134","4308","2109","14","14","0","0","0","0","0","13","Read-only preflight completed."
"311_320_20260727_115142","314","OK","Корпус 2.3/POZD_WEB_K2-3_s14_et2,6_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s14_et2,6_1.ai","673.700792","777.476387","1247.299208","302.523613","573.598415","474.952774","2570","1248","10","10","0","0","0","0","0","0","Read-only preflight completed."
"311_320_20260727_115142","315","OK","Корпус 2.3/POZD_WEB_K2-3_s14_et2,6_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s14_et2,6_2.ai","673.700772","817.303152","1247.299228","262.82185","573.598457","554.481302","2552","1237","11","11","0","0","0","0","0","1","Read-only preflight completed."
"311_320_20260727_115142","316","OK","Корпус 2.3/POZD_WEB_K2-3_s14_et2,6_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s14_et2,6_3.ai","768.519691","782.95374","1152.480309","297.92126","383.960619","485.03248","1700","826","11","11","0","0","0","0","0","0","Read-only preflight completed."
"311_320_20260727_115142","317","OK","Корпус 2.3/POZD_WEB_K2-3_s14_et2_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s14_et2_4.ai","747.543307","796.985236","1173.456687","284.014764","425.91338","512.970473","1837","887","11","11","0","0","0","0","0","10","Read-only preflight completed."
"311_320_20260727_115142","318","OK","Корпус 2.3/POZD_WEB_K2-3_s14_et2_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s14_et2_5.ai","751.653538","791.882862","1169.346463","288.992138","417.692925","502.890725","1930","932","11","11","0","0","0","0","0","10","Read-only preflight completed."
"311_320_20260727_115142","319","OK","Корпус 2.3/POZD_WEB_K2-3_s14_et3,5_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s14_et3,5_1.ai","673.961343","777.476389","1247.038657","302.523611","573.077314","474.952778","2590","1256","10","10","0","0","0","0","0","0","Read-only preflight completed."
"311_320_20260727_115142","320","OK","Корпус 2.3/POZD_WEB_K2-3_s14_et3,5_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s14_et3,5_5.ai","751.65355","777.476384","1169.34645","302.523616","417.692901","474.952768","1953","940","10","10","0","0","0","0","0","0","Read-only preflight completed."
