"batch_id","index","status","source_relpath","source_ai","visible_left","visible_top","visible_right","visible_bottom","visible_width","visible_height","page_items","root_items","top_layers","total_layers","nested_layers","empty_layers","duplicate_sibling_names","max_layer_depth","hidden_layers","locked_layers","comment"
"201_210_20260727_114842","201","OK","Корпус 2.2/POZD_WEB_K2-2_s7_et4_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.2\POZD_WEB_K2-2_s7_et4_2.ai","43.732283","659.343478","553.267717","182.531522","509.535433","476.811957","1949","939","11","11","0","0","0","0","0","10","Read-only preflight completed."
"201_210_20260727_114842","202","OK","Корпус 2.2/POZD_WEB_K2-2_s7_et4_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.2\POZD_WEB_K2-2_s7_et4_3.ai","42.944354","659.477635","553.055646","182.648993","510.111293","476.828642","2448","1183","11","11","0","0","0","0","0","10","Read-only preflight completed."
"201_210_20260727_114842","203","OK","Корпус 2.2/POZD_WEB_K2-2_s7_et4_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.2\POZD_WEB_K2-2_s7_et4_4.ai","11.700795","663.95374","585.299205","178.92126","573.598409","485.03248","2454","1191","10","10","0","0","0","0","0","0","Read-only preflight completed."
"201_210_20260727_114842","204","OK","Корпус 2.2/POZD_WEB_K2-2_s7_et4_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.2\POZD_WEB_K2-2_s7_et4_5.ai","11.700801","677.985236","585.299199","165.014764","573.598398","512.970473","2595","1259","11","11","0","0","0","0","0","1","Read-only preflight completed."
"201_210_20260727_114842","205","OK","Корпус 2.2/POZD_WEB_K2-2_s7_et4_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.2\POZD_WEB_K2-2_s7_et4_6.ai","11.700778","864.204725","585.299222","-21.204725","573.598444","885.409449","3387","1645","11","11","0","0","0","0","0","0","Read-only preflight completed."
"201_210_20260727_114842","206","OK","Корпус 2.2/POZD_WEB_K2-2_s7_et6_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.2\POZD_WEB_K2-2_s7_et6_1.ai","31.543297","653.040354","565.456703","189.959646","533.913406","463.080709","1918","925","11","11","0","0","0","0","0","1","Read-only preflight completed."
"201_210_20260727_114842","207","OK","Корпус 2.2/POZD_WEB_K2-2_s7_et6_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.2\POZD_WEB_K2-2_s7_et6_3.ai","43.729056","645.446168","553.270944","196.555489","509.541888","448.890679","2408","1161","10","10","0","0","0","0","0","0","Read-only preflight completed."
"201_210_20260727_114842","208","OK","Корпус 2.2/POZD_WEB_K2-2_s7_et6_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.2\POZD_WEB_K2-2_s7_et6_5.ai","11.700783","678.155344","585.299217","164.844656","573.598433","513.310687","2675","1296","13","13","0","0","0","0","0","1","Read-only preflight completed."
"201_210_20260727_114842","209","OK","Корпус 2.2/POZD_WEB_K2-2_s7_et6_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.2\POZD_WEB_K2-2_s7_et6_6.ai","11.70079","878.111235","585.29921","-35.236237","573.59842","913.347473","3397","1647","12","12","0","0","0","0","0","1","Read-only preflight completed."
"201_210_20260727_114842","210","OK","Корпус 2.3/POZD_WEB_K2-3_s10_et1_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s10_et1_1.ai","673.700789","776.275591","1247.299211","304.849409","573.598423","471.426181","2579","1249","10","10","0","0","0","0","0","0","Read-only preflight completed."
