"batch_id","index","status","source_relpath","source_ai","visible_left","visible_top","visible_right","visible_bottom","visible_width","visible_height","page_items","root_items","top_layers","total_layers","nested_layers","empty_layers","duplicate_sibling_names","max_layer_depth","hidden_layers","locked_layers","comment"
"241_250_20260727_114950","241","OK","Корпус 2.3/POZD_WEB_K2-3_s11_et2_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et2_3.ai","748.602362","736.090552","1171.397638","343.909448","422.795276","392.181104","1788","866","10","10","0","0","0","0","0","0","Read-only preflight completed."
"241_250_20260727_114950","242","OK","Корпус 2.3/POZD_WEB_K2-3_s11_et3,5_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et3,5_1.ai","517.795274","827.299216","1403.204726","253.700784","885.409451","573.598432","4008","1958","11","11","0","0","0","0","0","0","Read-only preflight completed."
"241_250_20260727_114950","243","OK","Корпус 2.3/POZD_WEB_K2-3_s11_et3,5_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et3,5_2.ai","748.87558","742.259836","1172.12442","338.740164","423.24884","403.519672","1674","810","10","10","0","0","0","0","0","0","Read-only preflight completed."
"241_250_20260727_114950","244","OK","Корпус 2.3/POZD_WEB_K2-3_s11_et3,5_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et3,5_3.ai","748.602362","736.099001","1171.397638","344.900999","422.795276","391.198002","1779","863","10","10","0","0","0","0","0","0","Read-only preflight completed."
"241_250_20260727_114950","245","OK","Корпус 2.3/POZD_WEB_K2-3_s11_et3,5_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et3,5_4.ai","517.795275","841.47243","1403.204725","239.52757","885.409449","601.944859","4245","2066","10","10","0","0","0","0","0","0","Read-only preflight completed."
"241_250_20260727_114950","246","OK","Корпус 2.3/POZD_WEB_K2-3_s11_et4_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et4_1.ai","489.857283","827.299205","1431.142717","253.700795","941.285433","573.598411","4070","1989","12","12","0","0","0","0","0","11","Read-only preflight completed."
"241_250_20260727_114950","247","OK","Корпус 2.3/POZD_WEB_K2-3_s11_et4_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et4_3.ai","734.695866","736.090556","1185.429134","343.909444","450.733268","392.181112","1818","881","11","11","0","0","0","0","0","10","Read-only preflight completed."
"241_250_20260727_114950","248","OK","Корпус 2.3/POZD_WEB_K2-3_s11_et4_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et4_4.ai","503.763779","841.472443","1417.111221","239.527557","913.347441","601.944886","4267","2077","11","11","0","0","0","0","0","10","Read-only preflight completed."
"241_250_20260727_114950","249","OK","Корпус 2.3/POZD_WEB_K2-3_s11_et6_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et6_2.ai","734.695881","742.259843","1185.429119","338.740157","450.733239","403.519687","1688","818","11","11","0","0","0","0","0","10","Read-only preflight completed."
"241_250_20260727_114950","250","OK","Корпус 2.3/POZD_WEB_K2-3_s11_et6_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s11_et6_3.ai","748.602377","736.023623","1171.397623","344.976377","422.795246","391.047246","1770","857","10","10","0","0","0","0","0","0","Read-only preflight completed."
