"batch_id","index","status","source_relpath","source_ai","visible_left","visible_top","visible_right","visible_bottom","visible_width","visible_height","page_items","root_items","top_layers","total_layers","nested_layers","empty_layers","duplicate_sibling_names","max_layer_depth","hidden_layers","locked_layers","comment"
"251_260_20260727_115006","251","OK","Корпус 2.3/POZD_WEB_K2-3_s12_et1,4_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s12_et1,4_2.ai","668.523622","739.068915","1251.351378","329.330106","582.827757","409.738809","3450","1680","14","14","0","0","0","0","0","0","Read-only preflight completed."
"251_260_20260727_115006","252","OK","Корпус 2.3/POZD_WEB_K2-3_s12_et1_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s12_et1_1.ai","468.72027","748.284513","1451.115292","332.773876","982.395023","415.510637","4390","2139","16","16","0","0","0","0","0","1","Read-only preflight completed."
"251_260_20260727_115006","253","OK","Корпус 2.3/POZD_WEB_K2-3_s12_et1_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s12_et1_2.ai","668.523622","745.097392","1251.351378","335.908416","582.827757","409.188976","3434","1671","14","14","0","0","0","0","0","13","Read-only preflight completed."
"251_260_20260727_115006","254","OK","Корпус 2.3/POZD_WEB_K2-3_s12_et1_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s12_et1_3.ai","667.814961","862.70567","1252.060039","229.606307","584.245079","633.099363","4410","2155","15","15","0","1","0","0","0","14","Read-only preflight completed."
"251_260_20260727_115006","255","OK","Корпус 2.3/POZD_WEB_K2-3_s12_et2_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s12_et2_1.ai","517.795275","747.429137","1403.204725","332.570863","885.409449","414.858274","2871","1392","11","11","0","0","0","0","0","0","Read-only preflight completed."
"251_260_20260727_115006","256","OK","Корпус 2.3/POZD_WEB_K2-3_s12_et2_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s12_et2_3.ai","717.92126","736.090559","1202.95374","343.909441","485.03248","392.181118","1577","762","10","10","0","0","0","0","0","0","Read-only preflight completed."
"251_260_20260727_115006","257","OK","Корпус 2.3/POZD_WEB_K2-3_s12_et2_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s12_et2_4.ai","503.763779","830.133871","1417.111221","250.866128","913.347441","579.267743","4191","2044","12","12","0","0","0","0","0","11","Read-only preflight completed."
"251_260_20260727_115006","258","OK","Корпус 2.3/POZD_WEB_K2-3_s12_et3,5_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s12_et3,5_1.ai","517.795263","747.429137","1403.204739","332.570863","885.409476","414.858274","2878","1395","11","11","0","0","0","0","0","0","Read-only preflight completed."
"251_260_20260727_115006","259","OK","Корпус 2.3/POZD_WEB_K2-3_s12_et3,5_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s12_et3,5_2.ai","717.92126","745.094486","1202.95374","335.905514","485.03248","409.188973","1758","851","10","10","0","0","0","0","0","0","Read-only preflight completed."
"251_260_20260727_115006","260","OK","Корпус 2.3/POZD_WEB_K2-3_s12_et3,5_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s12_et3,5_3.ai","717.92126","736.101997","1202.95374","343.90945","485.03248","392.192547","1579","763","10","10","0","0","0","0","0","0","Read-only preflight completed."
