"batch_id","index","status","source_relpath","source_ai","visible_left","visible_top","visible_right","visible_bottom","visible_width","visible_height","page_items","root_items","top_layers","total_layers","nested_layers","empty_layers","duplicate_sibling_names","max_layer_depth","hidden_layers","locked_layers","comment"
"121_130_20260727_114634","121","OK","Корпус 2.1/POZD_WEB_K2-1_s5_et2,6_11.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et2,6_11.ai","137.535417","539.111221","705.464583","57.888779","567.929166","481.222441","2346","1139","14","14","0","0","0","0","0","0","Read-only preflight completed."
"121_130_20260727_114634","122","OK","Корпус 2.1/POZD_WEB_K2-1_s5_et2,6_8.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et2,6_8.ai","134.700799","531.882874","708.299201","64.992126","573.598402","466.890748","2410","1166","10","10","0","0","0","0","0","0","Read-only preflight completed."
"121_130_20260727_114634","123","OK","Корпус 2.1/POZD_WEB_K2-1_s5_et2_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et2_1.ai","192.527559","575.44487","650.347441","20.55513","457.819882","554.88974","2467","1200","11","11","0","0","0","0","0","0","Read-only preflight completed."
"121_130_20260727_114634","124","OK","Корпус 2.1/POZD_WEB_K2-1_s5_et2_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et2_2.ai","197.696847","573.460635","644.303153","22.539365","446.606305","550.921269","2675","1299","10","10","0","0","0","0","0","0","Read-only preflight completed."
"121_130_20260727_114634","125","OK","Корпус 2.1/POZD_WEB_K2-1_s5_et2_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et2_4.ai","189.884842","582.464558","652.240158","14.535442","462.355315","567.929116","2469","1196","10","10","0","0","0","0","0","0","Read-only preflight completed."
"121_130_20260727_114634","126","OK","Корпус 2.1/POZD_WEB_K2-1_s5_et2_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et2_5.ai","220.939442","494.134017","621.060558","101.865983","400.121116","392.268034","1780","866","10","10","0","0","0","0","0","0","Read-only preflight completed."
"121_130_20260727_114634","127","OK","Корпус 2.1/POZD_WEB_K2-1_s5_et2_7.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et2_7.ai","134.700788","531.882874","708.299212","64.992126","573.598424","466.890748","2515","1218","10","10","0","0","0","0","0","0","Read-only preflight completed."
"121_130_20260727_114634","128","OK","Корпус 2.1/POZD_WEB_K2-1_s5_et2_9.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et2_9.ai","140.636819","525.271654","702.488181","70.728346","561.851363","454.543308","2577","1250","14","14","0","0","0","0","0","0","Read-only preflight completed."
"121_130_20260727_114634","129","OK","Корпус 2.1/POZD_WEB_K2-1_s5_et3,5_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et3,5_1.ai","192.527559","575.444894","650.347441","20.55513","457.819882","554.889764","2465","1199","11","11","0","0","0","0","0","0","Read-only preflight completed."
"121_130_20260727_114634","130","OK","Корпус 2.1/POZD_WEB_K2-1_s5_et3,5_10.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s5_et3,5_10.ai","154.543318","524.142254","688.456682","72.982746","533.913364","451.159508","2367","1146","10","10","0","0","0","0","0","0","Read-only preflight completed."
