"batch_id","index","status","source_relpath","source_ai","visible_left","visible_top","visible_right","visible_bottom","visible_width","visible_height","page_items","root_items","top_layers","total_layers","nested_layers","empty_layers","duplicate_sibling_names","max_layer_depth","hidden_layers","locked_layers","comment"
"221_230_20260727_114912","221","OK","Корпус 2.3/POZD_WEB_K2-3_s10_et3,5_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s10_et3,5_4.ai","673.700774","776.275591","1247.299226","304.849409","573.598451","471.426181","2527","1224","10","10","0","0","0","0","0","0","Read-only preflight completed."
"221_230_20260727_114912","222","OK","Корпус 2.3/POZD_WEB_K2-3_s10_et3,5_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s10_et3,5_6.ai","517.795275","762.027562","1403.204725","317.972438","885.409449","444.055123","2927","1420","10","10","0","0","0","0","0","0","Read-only preflight completed."
"221_230_20260727_114912","223","OK","Корпус 2.3/POZD_WEB_K2-3_s10_et3_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s10_et3_3.ai","673.700773","776.275591","1247.299227","304.849409","573.598454","471.426181","2420","1181","10","10","0","0","0","0","0","0","Read-only preflight completed."
"221_230_20260727_114912","224","OK","Корпус 2.3/POZD_WEB_K2-3_s10_et4_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s10_et4_1.ai","710.551181","778.343504","1210.448819","301.656496","499.897639","476.687008","2062","1005","11","11","0","0","0","0","0","10","Read-only preflight completed."
"221_230_20260727_114912","225","OK","Корпус 2.3/POZD_WEB_K2-3_s10_et4_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s10_et4_2.ai","809.763779","784.279528","1111.111221","295.720472","301.347441","488.559056","1381","670","10","10","0","0","0","0","0","0","Read-only preflight completed."
"221_230_20260727_114912","226","OK","Корпус 2.3/POZD_WEB_K2-3_s10_et4_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s10_et4_3.ai","673.700771","776.275591","1247.299229","304.849409","573.598457","471.426181","2420","1181","10","10","0","0","0","0","0","0","Read-only preflight completed."
"221_230_20260727_114912","227","OK","Корпус 2.3/POZD_WEB_K2-3_s10_et4_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s10_et4_4.ai","673.700771","790.182087","1247.299229","290.817913","573.598457","499.364173","2701","1308","12","12","0","0","0","0","0","11","Read-only preflight completed."
"221_230_20260727_114912","228","OK","Корпус 2.3/POZD_WEB_K2-3_s10_et4_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s10_et4_5.ai","656.834645","899.31596","1264.040355","181.55904","607.205711","717.756919","3451","1676","11","11","0","0","0","0","0","10","Read-only preflight completed."
"221_230_20260727_114912","229","OK","Корпус 2.3/POZD_WEB_K2-3_s10_et4_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s10_et4_6.ai","517.795275","762.102355","1403.204725","318.897645","885.409449","443.204709","2905","1410","10","10","0","0","0","0","0","0","Read-only preflight completed."
"221_230_20260727_114912","230","OK","Корпус 2.3/POZD_WEB_K2-3_s10_et6_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s10_et6_3.ai","673.700779","790.223472","1247.299221","290.776528","573.598443","499.446944","2450","1196","11","11","0","0","0","0","0","10","Read-only preflight completed."
