"batch_id","index","status","source_relpath","source_ai","visible_left","visible_top","visible_right","visible_bottom","visible_width","visible_height","page_items","root_items","top_layers","total_layers","nested_layers","empty_layers","duplicate_sibling_names","max_layer_depth","hidden_layers","locked_layers","comment"
"281_290_20260727_115100","281","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et2,6_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et2,6_1.ai","729.893701","745.161415","1189.981299","334.838585","460.087599","410.32283","1748","850","10","10","0","0","0","0","0","0","Read-only preflight completed."
"281_290_20260727_115100","282","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et2,6_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et2,6_6.ai","730.018701","830.133858","1190.106299","250.866142","460.087599","579.267717","2560","1248","10","10","0","0","0","0","0","0","Read-only preflight completed."
"281_290_20260727_115100","283","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et2_11.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et2_11.ai","735.562989","799.252938","1184.437011","281.622062","448.874021","517.630876","2087","1016","11","11","0","0","0","0","0","10","Read-only preflight completed."
"281_290_20260727_115100","284","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et2_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et2_3.ai","729.893701","736.090548","1189.981299","343.909452","460.087599","392.181096","1627","791","10","10","0","0","0","0","0","0","Read-only preflight completed."
"281_290_20260727_115100","285","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et2_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et2_5.ai","715.987205","855.14566","1204.012795","224.85434","488.025591","630.29132","2622","1276","11","11","0","0","0","0","0","10","Read-only preflight completed."
"281_290_20260727_115100","286","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et2_7.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et2_7.ai","715.987205","736.090546","1204.012795","343.909454","488.025591","392.181092","1665","809","11","11","0","0","0","0","0","10","Read-only preflight completed."
"281_290_20260727_115100","287","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et2_8.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et2_8.ai","661.862204","798.452755","1258.137796","281.547245","596.275591","516.905511","3034","1470","10","10","0","0","0","0","0","0","Read-only preflight completed."
"281_290_20260727_115100","288","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et2_9.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et2_9.ai","763.909442","789.115158","1156.090558","290.884842","392.181116","498.230315","1800","875","11","11","0","0","0","0","0","10","Read-only preflight completed."
"281_290_20260727_115100","289","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et3,5_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et3,5_1.ai","729.893701","745.377949","1189.981299","335.622051","460.087599","409.755899","1734","843","10","10","0","0","0","0","0","0","Read-only preflight completed."
"281_290_20260727_115100","290","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et3,5_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et3,5_3.ai","729.893701","736.090544","1189.981299","343.909456","460.087599","392.181089","1627","791","10","10","0","0","0","0","0","0","Read-only preflight completed."
