"batch_id","index","status","source_relpath","source_ai","visible_left","visible_top","visible_right","visible_bottom","visible_width","visible_height","page_items","root_items","top_layers","total_layers","nested_layers","empty_layers","duplicate_sibling_names","max_layer_depth","hidden_layers","locked_layers","comment"
"341_350_20260727_115226","341","OK","Корпус 2.3/POZD_WEB_K2-3_s8_et2,3,4_11.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s8_et2,3,4_11.ai","808.913387","777.476378","1112.086613","302.523622","303.173225","474.952756","1562","756","10","10","0","0","0","0","0","0","Read-only preflight completed."
"341_350_20260727_115226","342","OK","Корпус 2.3/POZD_WEB_K2-3_s8_et2,4_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s8_et2,4_2.ai","718.680118","733.255911","1201.444882","346.744089","482.764764","386.511821","1736","838","10","10","0","0","0","0","0","0","Read-only preflight completed."
"341_350_20260727_115226","343","OK","Корпус 2.3/POZD_WEB_K2-3_s8_et2,4_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s8_et2,4_6.ai","718.555118","827.29921","1201.319882","253.70079","482.764764","573.598419","2414","1170","10","10","0","0","0","0","0","0","Read-only preflight completed."
"341_350_20260727_115226","344","OK","Корпус 2.3/POZD_WEB_K2-3_s8_et2_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s8_et2_1.ai","749.73622","861.314964","1170.26378","219.685036","420.527559","641.629927","2566","1246","10","10","0","0","0","0","0","0","Read-only preflight completed."
"341_350_20260727_115226","345","OK","Корпус 2.3/POZD_WEB_K2-3_s8_et2_10.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s8_et2_10.ai","684.539365","797.026622","1235.460635","283.973378","550.921269","513.053244","2605","1265","11","11","0","0","0","0","0","1","Read-only preflight completed."
"341_350_20260727_115226","346","OK","Корпус 2.3/POZD_WEB_K2-3_s8_et2_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s8_et2_2.ai","718.680118","733.39764","1201.444882","346.60236","482.764764","386.795281","1744","841","10","10","0","0","0","0","0","0","Read-only preflight completed."
"341_350_20260727_115226","347","OK","Корпус 2.3/POZD_WEB_K2-3_s8_et2_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s8_et2_3.ai","724.724409","908.086608","1196.275591","172.913392","471.551182","735.173216","3207","1556","10","10","0","0","0","0","0","0","Read-only preflight completed."
"341_350_20260727_115226","348","OK","Корпус 2.3/POZD_WEB_K2-3_s8_et2_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s8_et2_4.ai","704.014792","922.118111","1216.985208","159.006889","512.970416","763.111222","3254","1578","11","11","0","0","0","0","0","1","Read-only preflight completed."
"341_350_20260727_115226","349","OK","Корпус 2.3/POZD_WEB_K2-3_s8_et2_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s8_et2_5.ai","718.555118","733.255904","1201.319882","346.744096","482.764764","386.511808","1753","846","10","10","0","0","0","0","0","0","Read-only preflight completed."
"341_350_20260727_115226","350","OK","Корпус 2.3/POZD_WEB_K2-3_s8_et2_7.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s8_et2_7.ai","718.555118","716.465907","1201.319882","364.535431","482.764764","351.930476","1388","671","10","10","0","0","0","0","0","0","Read-only preflight completed."
