"batch_id","index","status","source_relpath","source_ai","visible_left","visible_top","visible_right","visible_bottom","visible_width","visible_height","page_items","root_items","top_layers","total_layers","nested_layers","empty_layers","duplicate_sibling_names","max_layer_depth","hidden_layers","locked_layers","comment"
"291_300_20260727_115113","291","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et3,5_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et3,5_4.ai","517.795275","762.102362","1403.204725","319.022638","885.409449","443.079725","3452","1683","11","11","0","0","0","0","0","0","Read-only preflight completed."
"291_300_20260727_115113","292","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et3,5_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et3,5_5.ai","730.018701","855.145669","1190.106299","224.854331","460.087599","630.291339","2622","1275","10","10","0","0","0","0","0","0","Read-only preflight completed."
"291_300_20260727_115113","293","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et3,5_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et3,5_6.ai","730.018701","830.133865","1190.106299","250.866135","460.087599","579.26773","2569","1252","10","10","0","0","0","0","0","0","Read-only preflight completed."
"291_300_20260727_115113","294","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et3_7.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et3_7.ai","730.018701","736.090546","1190.106299","343.909454","460.087599","392.181091","1635","794","10","10","0","0","0","0","0","0","Read-only preflight completed."
"291_300_20260727_115113","295","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et3_8.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et3_8.ai","645.968137","812.484251","1270.181721","267.640749","624.213584","544.843503","3167","1540","13","13","0","0","0","0","0","12","Read-only preflight completed."
"291_300_20260727_115113","296","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et4_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et4_1.ai","715.920275","745.161419","1205.079725","334.838581","489.159449","410.322837","1776","864","11","11","0","0","0","0","0","10","Read-only preflight completed."
"291_300_20260727_115113","297","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et4_11.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et4_11.ai","735.562988","785.346448","1184.437012","295.653552","448.874024","489.692896","2076","1010","10","10","0","0","0","0","0","0","Read-only preflight completed."
"291_300_20260727_115113","298","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et4_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et4_2.ai","730.018701","735.965554","1189.981299","344.034446","459.962599","391.931108","1590","774","10","10","0","0","0","0","0","0","Read-only preflight completed."
"291_300_20260727_115113","299","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et4_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et4_3.ai","715.920275","736.090556","1205.079725","343.909444","489.159449","392.181112","1659","807","11","11","0","0","0","0","0","10","Read-only preflight completed."
"291_300_20260727_115113","300","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et4_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.3\POZD_WEB_K2-3_s13_et4_5.ai","715.987205","855.145669","1204.012795","224.854331","488.025591","630.291339","2612","1271","11","11","0","0","0","0","0","10","Read-only preflight completed."
