"batch_id","index","status","source_relpath","source_ai","visible_left","visible_top","visible_right","visible_bottom","visible_width","visible_height","page_items","root_items","top_layers","total_layers","nested_layers","empty_layers","duplicate_sibling_names","max_layer_depth","hidden_layers","locked_layers","comment"
"191_200_20260727_114828","191","OK","Корпус 2.2/POZD_WEB_K2-2_s7_et2_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.2\POZD_WEB_K2-2_s7_et2_1.ai","31.668307","653.040354","565.331693","189.959646","533.663386","463.080709","1910","921","11","11","0","0","0","0","0","1","Read-only preflight completed."
"191_200_20260727_114828","192","OK","Корпус 2.2/POZD_WEB_K2-2_s7_et2_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.2\POZD_WEB_K2-2_s7_et2_3.ai","43.7016","645.445836","553.2984","196.555489","509.5968","448.890347","2380","1150","9","9","0","0","0","0","0","0","Read-only preflight completed."
"191_200_20260727_114828","193","OK","Корпус 2.2/POZD_WEB_K2-2_s7_et2_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.2\POZD_WEB_K2-2_s7_et2_5.ai","11.700788","678.155344","585.299212","164.844656","573.598425","513.310687","2680","1299","13","13","0","0","0","0","0","1","Read-only preflight completed."
"191_200_20260727_114828","194","OK","Корпус 2.2/POZD_WEB_K2-2_s7_et2_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.2\POZD_WEB_K2-2_s7_et2_6.ai","11.700796","889.091536","585.299204","-47.216537","573.598409","936.308072","3328","1613","11","11","0","0","0","0","0","0","Read-only preflight completed."
"191_200_20260727_114828","195","OK","Корпус 2.2/POZD_WEB_K2-2_s7_et3,5_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.2\POZD_WEB_K2-2_s7_et3,5_1.ai","31.54332","639.133858","565.45668","203.991142","533.913359","435.142717","1895","912","10","10","0","0","0","0","0","0","Read-only preflight completed."
"191_200_20260727_114828","196","OK","Корпус 2.2/POZD_WEB_K2-2_s7_et3,5_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.2\POZD_WEB_K2-2_s7_et3,5_3.ai","43.7016","645.445836","553.2984","196.555489","509.5968","448.890347","2436","1174","10","10","0","0","0","0","0","0","Read-only preflight completed."
"191_200_20260727_114828","197","OK","Корпус 2.2/POZD_WEB_K2-2_s7_et3,5_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.2\POZD_WEB_K2-2_s7_et3,5_4.ai","11.700784","663.95374","585.299216","178.92126","573.598433","485.03248","2477","1201","10","10","0","0","0","0","0","0","Read-only preflight completed."
"191_200_20260727_114828","198","OK","Корпус 2.2/POZD_WEB_K2-2_s7_et3,5_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.2\POZD_WEB_K2-2_s7_et3,5_5.ai","11.700801","663.95374","585.299199","178.92126","573.598398","485.03248","2608","1264","10","10","0","0","0","0","0","0","Read-only preflight completed."
"191_200_20260727_114828","199","OK","Корпус 2.2/POZD_WEB_K2-2_s7_et3,5_6.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.2\POZD_WEB_K2-2_s7_et3,5_6.ai","11.578497","864.204713","585.421503","-21.204713","573.843006","885.409426","3433","1665","11","11","0","0","0","0","0","0","Read-only preflight completed."
"191_200_20260727_114828","200","OK","Корпус 2.2/POZD_WEB_K2-2_s7_et3,6_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.2\POZD_WEB_K2-2_s7_et3,6_2.ai","43.732283","645.437005","553.267717","196.562995","509.535433","448.874011","1903","915","10","10","0","0","0","0","0","0","Read-only preflight completed."
